"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"45","Flatzz","981079$5.61%981.1k","65","46","73.66%","347.4",""
"55","Ultimecia","880072$5.03%880.1k","69","52","65.48%","311.6",""
"29","Chainguin","795832$4.55%795.8k","68","31","65.97%","281.8",""
"26","Deadstrike","774130$4.43%774.1k","66","37","67.26%","274.1",""
"34","Changó","762262$4.36%762.3k","-","27","65.73%","269.9",""
"44","Dietolive","723219$4.14%723.2k","-","56","52.80%","256.1",""
"36","Impervious","716159$4.10%716.2k","-","41","58.02%","253.6",""
"52","Cavander","699670$4.00%699.7k","67","61","51.91%","247.8",""
"49","Valara","696891$3.99%696.9k","66","61","55.19%","246.8",""
"30","Hoebowjoe","686660$3.93%686.7k","66","39","50.57%","243.2",""
"30","Leetwreck","685277$3.92%685.3k","64","35","61.29%","242.7",""
"23","Overbit","679034$3.88%679.0k","64","43","63.49%","240.5",""
"48","Jiero","671483$3.84%671.5k","-","51","72.35%","237.8",""
"39","Minuteman","666593$3.81%666.6k","63","64","52.91%","236.0",""
"16","Dankling","611377$3.50%611.4k","63","34","60.76%","216.5",""
"39","Kagomi","580322$3.32%580.3k","-","61","55.64%","205.5",""
"32","Dirtÿ","568729$3.25%568.7k","64","48","50.04%","201.4",""
"40","Mogs","559970$3.20%560.0k","63","64","41.58%","198.3",""
"40","Fossett","557770$3.19%557.8k","66","44","51.86%","197.5",""
"33","Bandakar","531012$3.04%531.0k","-","27","72.92%","188.0",""
"17","Sur","529217$3.03%529.2k","-","57","65.41%","187.4",""
"14","Urumettu","473707$2.71%473.7k","66","16","56.69%","167.7",""
"15","Trii","467861$2.68%467.9k","71","10","47.45%","165.7",""
"22","Kirilov","439146$2.51%439.1k","65","32","42.03%","155.5",""
"30","Furckinstein","337739$1.93%337.7k","65","37","64.00%","119.6",""
"48","Crox","335634$1.92%335.6k","-","41","74.50%","118.9",""
"16","Jáx","321792$1.84%321.8k","-","45","32.08%","113.9",""
"40","Pemberstone","280981$1.61%281.0k","-","43","60.18%","99.5",""
"67","Ghazan","226373$1.29%226.4k","68","65","27.20%","80.2",""
"3","Dohvyk","187357$1.07%187.4k","-","12","58.80%","66.3",""
"91","Gonz","18388$0.11%18.4k","67","91","2.37%","6.5",""
"93","Enders","13409$0.08%13.4k","-","93","2.19%","4.7",""
"98","Tazdink","12063$0.07%12.1k","-","98","1.42%","4.3",""
"91","Pythagorean","9094$0.05%9.1k","68","91","3.09%","3.2",""
"-","Wangcake","2717$0.02%2.7k","-","-","0.00%","1.0",""
