"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1029325$10.11%1.03m","51.99%","-","39.74%","235.1",""
"Pemberstone","839381$8.24%839.4k","57.55%","-","32.61%","191.7",""
"Furckinstein","525142$5.16%525.1k","49.06%","-","25.18%","120.0",""
"Bandakar","516712$5.07%516.7k","51.61%","-","29.87%","118.0",""
"Garglegop","415146$4.08%415.1k","46.01%","-","20.64%","94.8",""
"Mortifier","400565$3.93%400.6k","59.82%","-","26.70%","91.5",""
"Flatzz","314456$3.09%314.5k","37.68%","-","17.05%","71.8",""
"Decimous","309395$3.04%309.4k","41.97%","-","16.18%","70.7",""
"Dohvyk","308720$3.03%308.7k","32.95%","-","15.59%","70.5",""
"Akecheta","291390$2.86%291.4k","33.15%","-","15.67%","66.6",""
"Synergy","269468$2.65%269.5k","18.43%","-","12.29%","61.6",""
"Ultimecia","256161$2.52%256.2k","48.93%","-","12.60%","58.5",""
"Dietolive","248406$2.44%248.4k","48.86%","-","11.88%","56.7",""
"Hercalees","242216$2.38%242.2k","24.61%","-","11.36%","55.3",""
"Melow","234282$2.30%234.3k","15.83%","69","10.68%","53.5",""
"Stankdik","224057$2.20%224.1k","18.81%","-","8.70%","51.2",""
"Thoominn","222565$2.19%222.6k","20.60%","-","10.17%","50.8",""
"Irisviiel","213627$2.10%213.6k","9.90%","-","6.30%","48.8",""
"Wangcake","211469$2.08%211.5k","5.43%","77","5.48%","48.3",""
"Deadstrike","209277$2.05%209.3k","16.69%","-","11.63%","47.8",""
"Renke","208237$2.04%208.2k","24.63%","-","9.04%","47.6",""
"Gonz","198269$1.95%198.3k","7.61%","-","6.84%","45.3",""
"Duhd","196723$1.93%196.7k","8.11%","-","9.88%","44.9",""
"Idunrunnin","191869$1.88%191.9k","15.93%","-","8.04%","43.8",""
"Nimda","183828$1.81%183.8k","21.30%","-","8.13%","42.0",""
"Pythagorean","162514$1.60%162.5k","8.53%","-","7.45%","37.1",""
"Tauraheim","162168$1.59%162.2k","15.21%","74","6.63%","37.0",""
"Muja","154310$1.52%154.3k","12.87%","73","8.63%","35.2",""
"Slecht","144383$1.42%144.4k","9.12%","71","6.08%","33.0",""
"Eighchbar","138015$1.36%138.0k","24.65%","71","6.87%","31.5",""
"Milku","135585$1.33%135.6k","43.25%","-","7.26%","31.0",""
"Johnnyxo","131805$1.29%131.8k","14.91%","63","8.91%","30.1",""
"Seadub","125877$1.24%125.9k","16.42%","-","6.57%","28.8",""
"Lumieux","118866$1.17%118.9k","10.20%","72","7.17%","27.2",""
"Ghazan","110072$1.08%110.1k","20.86%","-","6.96%","25.1",""
"Parisshelton","107348$1.05%107.3k","12.66%","-","5.88%","24.5",""
"Shamallama","105791$1.04%105.8k","21.69%","72","5.34%","24.2",""
"Ishney","101271$0.99%101.3k","20.32%","-","7.98%","23.1",""
"Melven","100508$0.99%100.5k","12.24%","70","5.23%","23.0",""
"Olom","100456$0.99%100.5k","14.85%","-","6.63%","22.9",""
"Kasako","18323$0.18%18.3k","23.44%","66","0.00%","4.2",""
"Qiraji Champion","6065$0.06%6.1k","22.22%","-","0.00%","1.4",""
