"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","520158$14.53%520.2k","52.75%","-","64.77%","264.1",""
"Danty","381254$10.65%381.3k","40.97%","-","40.02%","193.6",""
"Pemberstone","256814$7.17%256.8k","47.23%","-","41.81%","130.4",""
"Guliveris","232124$6.48%232.1k","37.45%","62","36.59%","117.9",""
"Furckinstein","183287$5.12%183.3k","34.87%","-","23.10%","93.1",""
"Flatzz","127853$3.57%127.9k","7.00%","65","19.08%","64.9",""
"Changó","118625$3.31%118.6k","14.51%","67","17.30%","60.2",""
"Leetwreck","116644$3.26%116.6k","4.73%","64","16.40%","59.2",""
"Dohvyk","112179$3.13%112.2k","7.60%","-","22.99%","57.0",""
"Deadstrike","103582$2.89%103.6k","7.46%","67","21.04%","52.6",""
"Dankling","97555$2.72%97.6k","6.50%","64","17.97%","49.5",""
"Kagomi","91721$2.56%91.7k","5.79%","-","9.55%","46.6",""
"Minuteman","75733$2.12%75.7k","7.67%","67","13.72%","38.5",""
"Ultimecia","64464$1.80%64.5k","12.09%","70","6.17%","32.7",""
"Ghazan","62825$1.75%62.8k","16.40%","68","5.55%","31.9",""
"Milku","55700$1.56%55.7k","9.72%","-","4.93%","28.3",""
"Deyn","53624$1.50%53.6k","11.52%","67","5.03%","27.2",""
"Gaunz","49130$1.37%49.1k","4.60%","63","6.04%","24.9",""
"Valara","48774$1.36%48.8k","5.48%","67","3.84%","24.8",""
"Guki","48469$1.35%48.5k","7.58%","-","4.75%","24.6",""
"Jáx","47974$1.34%48.0k","7.51%","-","4.61%","24.4",""
"Wangcake","47477$1.33%47.5k","2.73%","69","2.98%","24.1",""
"Spicyhot","47209$1.32%47.2k","11.90%","66","3.07%","24.0",""
"Smitty","47106$1.32%47.1k","5.82%","55","4.63%","23.9",""
"Slecht","45221$1.26%45.2k","5.19%","-","3.94%","23.0",""
"Jiero","44286$1.24%44.3k","15.64%","-","5.24%","22.5",""
"Sur","42755$1.19%42.8k","15.25%","63","4.82%","21.7",""
"Cavander","42376$1.18%42.4k","7.51%","67","4.26%","21.5",""
"Hoebowjoe","41474$1.16%41.5k","12.02%","-","3.04%","21.1",""
"Tumblebug","37861$1.06%37.9k","4.50%","-","2.79%","19.2",""
"Fossett","37136$1.04%37.1k","14.41%","67","1.91%","18.9",""
"Yunghelga","36967$1.03%37.0k","6.44%","59","3.88%","18.8",""
"Duhd","36629$1.02%36.6k","9.80%","60","4.21%","18.6",""
"Dirtÿ","34820$0.97%34.8k","8.83%","67","3.02%","17.7",""
"Shelton","34338$0.96%34.3k","8.48%","60","4.19%","17.4",""
"Necrohealya","34202$0.96%34.2k","8.81%","70","3.17%","17.4",""
"Ishney","32831$0.92%32.8k","4.68%","69","3.13%","16.7",""
"Parisshelton","31793$0.89%31.8k","13.82%","59","2.94%","16.1",""
"Eighchbar","31765$0.89%31.8k","7.35%","-","2.80%","16.1",""
"Marrco","25362$0.71%25.4k","9.87%","66","4.40%","12.9",""
