"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","2304144$15.45%2.30m","56.61%","-","60.70%","387.6",""
"Danty","1344992$9.02%1.34m","51.26%","-","44.63%","226.3",""
"Darunor","1140802$7.65%1.14m","51.75%","-","40.25%","191.9",""
"Guliveris","670420$4.50%670.4k","42.20%","62","29.91%","112.8",""
"Akecheta","511220$3.43%511.2k","24.91%","-","33.52%","86.0",""
"Changó","474840$3.18%474.8k","29.62%","-","30.98%","79.9",""
"Furckinstein","470841$3.16%470.8k","35.49%","-","32.33%","79.2",""
"Razorgore the Untamed","461589$3.10%461.6k","-","-","2.81%","77.7",""
"Deadstrike","344783$2.31%344.8k","22.07%","-","25.21%","58.0",""
"Flatzz","335186$2.25%335.2k","19.69%","-","19.40%","56.4",""
"Minuteman","334997$2.25%335.0k","16.19%","67","25.05%","56.4",""
"Chainguin","309221$2.07%309.2k","27.02%","-","21.79%","52.0",""
"Kirilov","288114$1.93%288.1k","21.84%","-","22.15%","48.5",""
"Mogs","282512$1.89%282.5k","11.38%","65","17.93%","47.5",""
"Gaunz","272951$1.83%273.0k","12.50%","-","21.52%","45.9",""
"Guki","267618$1.79%267.6k","18.29%","-","17.61%","45.0",""
"Ultimecia","264658$1.77%264.7k","19.54%","-","17.34%","44.5",""
"Milku","264296$1.77%264.3k","24.28%","-","17.45%","44.5",""
"Dirtÿ","259306$1.74%259.3k","20.16%","-","19.92%","43.6",""
"Ghazan","243457$1.63%243.5k","31.73%","-","17.22%","41.0",""
"Enders","241976$1.62%242.0k","15.94%","-","16.61%","40.7",""
"Spicyhot","240356$1.61%240.4k","21.89%","-","16.61%","40.4",""
"Jiero","235188$1.58%235.2k","20.53%","-","16.89%","39.6",""
"Tumblebug","226804$1.52%226.8k","19.58%","-","15.50%","38.2",""
"Deyn","221504$1.49%221.5k","22.22%","-","16.45%","37.3",""
"Hoebowjoe","220367$1.48%220.4k","27.99%","-","18.76%","37.1",""
"Yunghelga","219475$1.47%219.5k","21.03%","-","18.70%","36.9",""
"Eighchbar","218060$1.46%218.1k","19.07%","66","14.55%","36.7",""
"Shelton","215510$1.45%215.5k","16.97%","60","17.99%","36.3",""
"Ishney","209914$1.41%209.9k","26.70%","-","17.61%","35.3",""
"Valara","207854$1.39%207.9k","23.96%","-","16.17%","35.0",""
"Slecht","207708$1.39%207.7k","13.52%","65","13.81%","34.9",""
"Parisshelton","204301$1.37%204.3k","16.65%","-","14.84%","34.4",""
"Fossett","203733$1.37%203.7k","11.04%","-","13.97%","34.3",""
"Cavander","196338$1.32%196.3k","18.45%","-","15.78%","33.0",""
"Necrohealya","193426$1.30%193.4k","21.03%","-","14.52%","32.5",""
"Wangcake","179705$1.21%179.7k","19.10%","-","12.42%","30.2",""
"Tazdink","178970$1.20%179.0k","20.49%","-","13.02%","30.1",""
"Pythagorean","176216$1.18%176.2k","16.20%","-","12.28%","29.6",""
"Flesharrow","69113$0.46%69.1k","8.91%","-","5.34%","11.6",""
"Celly","117$0.00%117.0","-","57","0.00%","0.0",""
