"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","1009937$14.28%1.01m","55.05%","-","52.90%","277.4",""
"Crox","852584$12.05%852.6k","60.33%","-","54.83%","234.2",""
"Guliveris","548271$7.75%548.3k","47.07%","-","34.97%","150.6",""
"Pemberstone","495017$7.00%495.0k","56.00%","-","36.96%","136.0",""
"Changó","268816$3.80%268.8k","20.41%","-","23.25%","73.8",""
"Akecheta","258944$3.66%258.9k","20.53%","-","23.07%","71.1",""
"Flatzz","246943$3.49%246.9k","22.82%","-","21.64%","67.8",""
"Dohvyk","237046$3.35%237.0k","13.12%","-","18.98%","65.1",""
"Stankdik","189781$2.68%189.8k","13.71%","65","16.15%","52.1",""
"Deadstrike","168227$2.38%168.2k","19.49%","-","13.65%","46.2",""
"Dankling","163454$2.31%163.5k","17.11%","64","15.16%","44.9",""
"Dietolive","136794$1.93%136.8k","9.96%","69","11.11%","37.6",""
"Jáx","135556$1.92%135.6k","10.13%","65","12.61%","37.2",""
"Kirilov","131790$1.86%131.8k","20.68%","-","11.42%","36.2",""
"Ultimecia","124645$1.76%124.6k","15.59%","-","10.57%","34.2",""
"Dirtÿ","122971$1.74%123.0k","13.19%","-","11.82%","33.8",""
"Gaunz","112533$1.59%112.5k","14.33%","-","8.80%","30.9",""
"Parisshelton","106720$1.51%106.7k","7.09%","-","8.87%","29.3",""
"Duhd","105149$1.49%105.1k","8.71%","-","9.39%","28.9",""
"Jiero","102884$1.45%102.9k","17.84%","-","12.51%","28.3",""
"Seadub","102849$1.45%102.8k","15.86%","-","7.20%","28.3",""
"Spicyhot","96503$1.36%96.5k","17.54%","-","9.75%","26.5",""
"Hoebowjoe","95783$1.35%95.8k","15.04%","-","9.85%","26.3",""
"Ghazan","94340$1.33%94.3k","22.87%","-","8.26%","25.9",""
"Fossett","92539$1.31%92.5k","9.87%","-","7.71%","25.4",""
"Smitty","92349$1.31%92.3k","6.34%","-","8.78%","25.4",""
"Enders","83286$1.18%83.3k","18.78%","68","8.44%","22.9",""
"Shelton","80322$1.14%80.3k","13.98%","65","8.34%","22.1",""
"Eighchbar","79039$1.12%79.0k","7.59%","-","5.93%","21.7",""
"Necrohealya","78266$1.11%78.3k","9.94%","-","6.93%","21.5",""
"Ratshot","77886$1.10%77.9k","10.16%","-","5.70%","21.4",""
"Slecht","68744$0.97%68.7k","13.56%","65","5.74%","18.9",""
"Valara","67551$0.95%67.6k","14.13%","-","7.21%","18.6",""
"Tazdink","65658$0.93%65.7k","12.43%","-","5.97%","18.0",""
"Pythagorean","65439$0.93%65.4k","8.90%","-","5.43%","18.0",""
"Deyn","59601$0.84%59.6k","20.36%","-","5.38%","16.4",""
"Wangcake","56645$0.80%56.6k","9.80%","-","4.47%","15.6",""
"Milku","56059$0.79%56.1k","19.89%","71","6.19%","15.4",""
"Yunghelga","53464$0.76%53.5k","21.51%","63","5.47%","14.7",""
"Razorgore the Untamed","45474$0.64%45.5k","-","-","0.00%","12.5",""
"Ishney","44002$0.62%44.0k","11.98%","71","4.83%","12.1",""
"Barbarbush","32$0.00%32.0","44.83%","66","0.00%","0.0",""
"Mattahari","23$0.00%23.0","14.81%","8","0.00%","0.0",""
