"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","527437$11.92%527.4k","63.24%","-","62.21%","286.4",""
"Bandakar","473815$10.71%473.8k","60.81%","-","66.30%","257.3",""
"Darunor","303764$6.87%303.8k","52.52%","-","45.82%","164.9",""
"Danty","184610$4.17%184.6k","41.18%","-","32.65%","100.2",""
"Akecheta","178602$4.04%178.6k","30.62%","-","31.19%","97.0",""
"Changó","164215$3.71%164.2k","34.56%","66","26.22%","89.2",""
"Pemberstone","157756$3.57%157.8k","55.62%","-","34.75%","85.7",""
"Muhhgi","133884$3.03%133.9k","31.29%","-","20.94%","72.7",""
"Deadstrike","119222$2.70%119.2k","25.66%","-","23.89%","64.7",""
"Trii","110465$2.50%110.5k","24.81%","67","21.89%","60.0",""
"Overbit","104341$2.36%104.3k","24.01%","62","16.38%","56.7",""
"Chingu","104012$2.35%104.0k","23.05%","62","21.06%","56.5",""
"Kirilov","98899$2.24%98.9k","25.21%","-","20.56%","53.7",""
"Dankling","98523$2.23%98.5k","19.54%","61","17.66%","53.5",""
"Slybanana","96375$2.18%96.4k","19.93%","61","17.45%","52.3",""
"Urumettu","90396$2.04%90.4k","16.16%","-","13.05%","49.1",""
"Chainguin","89731$2.03%89.7k","27.66%","-","15.90%","48.7",""
"Jiero","88353$2.00%88.4k","25.82%","-","15.41%","48.0",""
"Milku","75347$1.70%75.3k","20.67%","-","11.66%","40.9",""
"Gonz","74551$1.69%74.6k","27.60%","-","14.07%","40.5",""
"Necrohealya","74379$1.68%74.4k","23.11%","67","13.06%","40.4",""
"Dirtypantiz","70790$1.60%70.8k","22.70%","63","13.76%","38.4",""
"Mexius","67517$1.53%67.5k","22.38%","-","10.81%","36.7",""
"Fossett","67306$1.52%67.3k","33.38%","-","12.75%","36.5",""
"Ghazan","65933$1.49%65.9k","32.96%","-","11.60%","35.8",""
"Hoebowjoe","65403$1.48%65.4k","20.63%","-","10.11%","35.5",""
"Mogs","64994$1.47%65.0k","17.48%","62","12.06%","35.3",""
"Pythagorean","63391$1.43%63.4k","21.34%","-","11.50%","34.4",""
"Ultimecia","63163$1.43%63.2k","32.89%","66","12.40%","34.3",""
"Tazdink","60993$1.38%61.0k","21.83%","63","10.80%","33.1",""
"Takanu","60938$1.38%60.9k","22.93%","61","11.83%","33.1",""
"Cavander","58317$1.32%58.3k","27.48%","65","11.79%","31.7",""
"Slecht","57794$1.31%57.8k","21.92%","57","11.45%","31.4",""
"Peareyeuh","56953$1.29%57.0k","22.53%","-","6.92%","30.9",""
"Claudiu","54369$1.23%54.4k","22.52%","-","10.29%","29.5",""
"Eighchbar","53014$1.20%53.0k","16.93%","61","8.53%","28.8",""
"Ahuntard","50948$1.15%50.9k","19.12%","61","8.83%","27.7",""
"Phugoid","46951$1.06%47.0k","32.07%","-","8.09%","25.5",""
"Valara","45960$1.04%46.0k","31.17%","-","11.42%","25.0",""
