"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","759740$13.33%759.7k","51.53%","-","48.51%","269.9",""
"Pemberstone","733881$12.88%733.9k","50.99%","-","47.79%","260.8",""
"Mortifier","360623$6.33%360.6k","56.15%","-","37.55%","128.1",""
"Hercalees","310634$5.45%310.6k","43.51%","-","27.47%","110.4",""
"Dohvyk","278029$4.88%278.0k","21.19%","-","29.05%","98.8",""
"Furckinstein","259543$4.55%259.5k","30.08%","-","28.90%","92.2",""
"Nazthar","197226$3.46%197.2k","19.38%","-","24.21%","70.1",""
"Seadub","155611$2.73%155.6k","10.44%","-","19.44%","55.3",""
"Dirtysneaker","154594$2.71%154.6k","11.26%","-","16.16%","54.9",""
"Register","147219$2.58%147.2k","17.73%","66","19.49%","52.3",""
"Synergy","146146$2.56%146.1k","12.14%","-","20.09%","51.9",""
"Droma","145205$2.55%145.2k","17.22%","-","18.09%","51.6",""
"Aorphan","142253$2.50%142.3k","14.80%","68","19.15%","50.5",""
"Renke","139594$2.45%139.6k","11.20%","65","17.30%","49.6",""
"Thoominn","134751$2.36%134.8k","11.45%","-","16.92%","47.9",""
"Duhd","119762$2.10%119.8k","12.04%","-","15.60%","42.6",""
"Nimda","109120$1.91%109.1k","21.62%","-","15.27%","38.8",""
"Parisshelton","102379$1.80%102.4k","11.85%","-","13.23%","36.4",""
"Melven","85154$1.49%85.2k","11.78%","-","10.41%","30.3",""
"Idunrunnin","79646$1.40%79.6k","17.23%","-","11.91%","28.3",""
"Zeldascott","77700$1.36%77.7k","12.12%","-","11.97%","27.6",""
"Irisviiel","75192$1.32%75.2k","21.25%","-","12.47%","26.7",""
"Swankyorc","67325$1.18%67.3k","18.43%","-","10.93%","23.9",""
"Beefbeefbeef","65530$1.15%65.5k","16.00%","-","10.72%","23.3",""
"Imawolf","63541$1.11%63.5k","17.60%","-","9.52%","22.6",""
"Dieto","63223$1.11%63.2k","8.47%","67","10.52%","22.5",""
"Darkoutlaw","62036$1.09%62.0k","12.35%","70","8.72%","22.0",""
"Lumieux","61164$1.07%61.2k","18.90%","-","9.38%","21.7",""
"Willondra","58806$1.03%58.8k","9.06%","-","9.17%","20.9",""
"Pythagorean","57152$1.00%57.2k","10.46%","-","9.13%","20.3",""
"Ratazzak","54842$0.96%54.8k","16.99%","-","9.92%","19.5",""
"Slecht","54054$0.95%54.1k","10.68%","-","8.94%","19.2",""
"Gonz","53574$0.94%53.6k","19.30%","69","11.27%","19.0",""
"Drgupta","53369$0.94%53.4k","15.28%","71","9.44%","19.0",""
"Eighchbar","49673$0.87%49.7k","9.91%","-","8.57%","17.6",""
"Daps","48687$0.85%48.7k","11.77%","73","8.29%","17.3",""
"Chazzle","44252$0.78%44.3k","22.03%","-","8.42%","15.7",""
"Johnnyxo","44206$0.78%44.2k","8.80%","54","7.66%","15.7",""
"Morticino","39409$0.69%39.4k","16.96%","69","7.56%","14.0",""
"Vannawight","38122$0.67%38.1k","12.56%","70","6.35%","13.5",""
"Razorgore the Untamed","1887$0.03%1.9k","-","-","0.00%","0.7",""
"Shanksor","1872$0.03%1.9k","24.21%","-","0.00%","0.7",""
"Sparklehoof","1421$0.02%1.4k","-","69","0.00%","0.5",""
"Jînx","1156$0.02%1.2k","-","57","0.00%","0.4",""
"Tausenmog","108$0.00%108.0","-","76","0.00%","0.0",""
