"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"57","Funk","935073$5.00%935.1k","-","84","59.89%","304.4",""
"33","Impervious","834176$4.46%834.2k","-","50","64.62%","271.5",""
"31","Muhhgi","813013$4.35%813.0k","-","36","62.60%","264.7",""
"58","Mogs","809922$4.33%809.9k","63","82","55.72%","263.6",""
"39","Unknown","807952$4.32%808.0k","-","52","52.49%","263.0",""
"24","Chainguin","766692$4.10%766.7k","66","33","60.81%","249.6",""
"20","Deadstrike","761535$4.07%761.5k","65","32","66.41%","247.9",""
"30","Changó","760717$4.07%760.7k","-","28","59.30%","247.6",""
"28","Akecheta","751314$4.02%751.3k","64","34","62.71%","244.6",""
"29","Trii","745914$3.99%745.9k","-","33","53.74%","242.8",""
"60","Cavander","741442$3.97%741.4k","66","73","49.43%","241.4",""
"59","Valara","732316$3.92%732.3k","65","75","51.77%","238.4",""
"33","Minuteman","718705$3.84%718.7k","63","54","52.98%","234.0",""
"19","Overbit","711663$3.81%711.7k","62","40","66.11%","231.7",""
"43","Jiero","664331$3.55%664.3k","66","50","65.01%","216.3",""
"35","Dirtÿ","659266$3.53%659.3k","65","47","52.96%","214.6",""
"51","Mexius","642664$3.44%642.7k","-","71","53.09%","209.2",""
"16","Leetwreck","631589$3.38%631.6k","60","38","62.81%","205.6",""
"14","Dankling","604707$3.24%604.7k","61","35","53.29%","196.8",""
"24","Claudiu","600776$3.21%600.8k","65","34","42.50%","195.6",""
"17","Lachupacabra","526596$2.82%526.6k","61","37","44.61%","171.4",""
"33","Fossett","497356$2.66%497.4k","-","40","50.60%","161.9",""
"31","Pemberstone","474312$2.54%474.3k","-","37","59.16%","154.4",""
"21","Bandakar","457539$2.45%457.5k","-","17","70.62%","148.9",""
"21","Ennja","454596$2.43%454.6k","-","64","51.42%","148.0",""
"9","Urumettu","443033$2.37%443.0k","-","15","53.41%","144.2",""
"15","Kirilov","420309$2.25%420.3k","-","23","39.54%","136.8",""
"41","Crox","384571$2.06%384.6k","-","51","74.75%","125.2",""
"16","Danty","240450$1.29%240.5k","64","21","58.72%","78.3",""
"96","Ghazan","52079$0.28%52.1k","-","97","6.57%","17.0",""
"53","Tazdink","16565$0.09%16.6k","-","54","2.73%","5.4",""
"94","Drhealsgood","14314$0.08%14.3k","-","94","4.77%","4.7",""
"-","Pythagorean","8191$0.04%8.2k","65","-","0.81%","2.7",""
"-","Danius","3469$0.02%3.5k","-","-","0.00%","1.1",""
"94","Enders","1673$0.01%1.7k","66","94","0.00%","0.5",""
"-","Gonz","809$0.00%809.0","-","-","0.00%","0.3",""
"-","Torage","714$0.00%714.0","61","-","0.00%","0.2",""
"-","Eighchbar","595$0.00%595.0","62","-","0.00%","0.2",""
"-","Wangcake","554$0.00%554.0","-","-","0.00%","0.2",""
"-","Aimedbownage","247$0.00%247.0","-","-","0.00%","0.1",""
"-","Quigongym","247$0.00%247.0","35","-","0.00%","0.1",""
"-","Durograz","247$0.00%247.0","-","-","0.00%","0.1",""
