"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"50","Ghazan","721121$13.36%721.1k","29.97%","71","48","55.88%","220.7",""
"66","Wangcake","717995$13.30%718.0k","33.86%","73","60","71.53%","219.7",""
"72","Milku","656738$12.17%656.7k","47.28%","-","62","74.08%","201.0",""
"51","Slecht","541148$10.02%541.1k","42.09%","70","51","71.18%","165.6",""
"26","Tacomojo","515304$9.55%515.3k","29.45%","63","48","56.92%","157.7",""
"36","Lavain","461753$8.55%461.8k","47.03%","68","43","48.30%","141.3",""
"31","Lumieux","436100$8.08%436.1k","43.53%","65","43","62.20%","133.5",""
"23","Vannawight","411108$7.62%411.1k","46.98%","67","29","53.98%","125.8",""
"23","Furrsuit","346632$6.42%346.6k","36.00%","-","26","70.52%","106.1",""
"34","Deyn","191922$3.56%191.9k","38.52%","70","33","13.44%","58.7",""
"4","Gnarlsbarkly","119208$2.21%119.2k","63.28%","38","-","55.42%","36.5",""
"84","Kirilov","28475$0.53%28.5k","35.66%","74","83","19.42%","8.7",""
"69","Akecheta","27907$0.52%27.9k","35.27%","-","68","62.17%","8.5",""
"71","Guliveris","26865$0.50%26.9k","27.48%","-","70","47.37%","8.2",""
"89","Pemberstone","26249$0.49%26.2k","31.13%","-","90","5.82%","8.0",""
"65","Bandakar","23112$0.43%23.1k","32.09%","-","64","47.04%","7.1",""
"55","Buppybimbus","18561$0.34%18.6k","21.82%","-","54","22.23%","5.7",""
"90","Jáx","17585$0.33%17.6k","-","-","89","1.14%","5.4",""
"54","Dohvyk","16546$0.31%16.5k","43.29%","-","51","55.44%","5.1",""
"79","Hypnosa","13762$0.25%13.8k","52.57%","-","-","24.01%","4.2",""
"78","Kurtz","13167$0.24%13.2k","5.39%","72","79","0.00%","4.0",""
"49","Dïrty","12219$0.23%12.2k","45.97%","-","53","37.82%","3.7",""
"84","Stankdik","10860$0.20%10.9k","-","72","85","0.00%","3.3",""
"76","Furkinstine","8226$0.15%8.2k","-","-","73","0.00%","2.5",""
"74","Pointed","8223$0.15%8.2k","28.20%","-","76","2.03%","2.5",""
"88","Gaunz","6974$0.13%7.0k","3.93%","71","89","0.00%","2.1",""
"77","Deadstrike","6642$0.12%6.6k","-","69","76","0.00%","2.0",""
"79","Hbar","5101$0.09%5.1k","-","62","76","0.51%","1.6",""
"92","Ugara","4890$0.09%4.9k","-","67","91","0.00%","1.5",""
"95","Melven","2012$0.04%2.0k","-","65","95","0.00%","0.6",""
"-","Irisviiel","1225$0.02%1.2k","-","-","-","0.00%","0.4",""
"71","Jiero","500$0.01%500.0","-","74","76","0.00%","0.2",""
