"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Pythagorean","1049730$10.36%1.05m","33.62%","-","48","62.97%","223.8",""
"63","Deyn","1006631$9.93%1.01m","36.96%","-","61","46.97%","214.6",""
"46","Wangcake","945998$9.33%946.0k","43.63%","77","39","72.16%","201.7",""
"79","Eighchbar","942121$9.29%942.1k","35.26%","71","84","73.78%","200.9",""
"58","Drgupta","886402$8.74%886.4k","38.02%","71","65","59.27%","189.0",""
"49","Lumieux","872035$8.60%872.0k","37.78%","72","53","67.98%","185.9",""
"56","Ghazan","825172$8.14%825.2k","33.51%","-","57","44.09%","175.9",""
"46","Shamallama","809592$7.99%809.6k","29.75%","72","52","47.37%","172.6",""
"65","Tauraheim","716990$7.07%717.0k","56.01%","74","60","62.34%","152.9",""
"54","Slecht","697713$6.88%697.7k","43.58%","71","60","61.62%","148.8",""
"29","Johnnyxo","610489$6.02%610.5k","42.62%","65","57","59.23%","130.2",""
"79","Ratshot","60668$0.60%60.7k","22.73%","-","80","5.70%","12.9",""
"38","Oyster","59470$0.59%59.5k","26.37%","-","39","3.27%","12.7",""
"71","Furckinstein","43641$0.43%43.6k","29.87%","-","71","47.86%","9.3",""
"66","Dietolive","40229$0.40%40.2k","19.53%","-","65","1.11%","8.6",""
"65","Guliveris","39305$0.39%39.3k","31.19%","-","68","35.60%","8.4",""
"61","Ultimecia","39060$0.39%39.1k","30.87%","-","62","1.33%","8.3",""
"83","Synergy","38304$0.38%38.3k","19.97%","-","81","5.22%","8.2",""
"54","Dohvyk","36027$0.36%36.0k","37.05%","-","53","43.51%","7.7",""
"61","Akecheta","35958$0.35%36.0k","41.70%","-","60","51.78%","7.7",""
"61","Renke","35656$0.35%35.7k","32.52%","-","62","31.88%","7.6",""
"54","Bandakar","30602$0.30%30.6k","32.56%","-","53","40.70%","6.5",""
"84","Pemberstone","30275$0.30%30.3k","47.37%","-","85","7.12%","6.5",""
"72","Gaunz","27276$0.27%27.3k","-","-","70","0.57%","5.8",""
"79","Stankdik","24798$0.24%24.8k","-","-","77","0.77%","5.3",""
"87","Seraf","24547$0.24%24.5k","-","-","88","1.09%","5.2",""
"69","Nimda","23357$0.23%23.4k","18.72%","-","70","2.79%","5.0",""
"40","Garglegop","21150$0.21%21.2k","40.71%","-","39","32.87%","4.5",""
"62","Thoominn","19646$0.19%19.6k","16.79%","-","64","1.21%","4.2",""
"48","Trennard","19608$0.19%19.6k","47.03%","-","47","36.46%","4.2",""
"45","Olom","19086$0.19%19.1k","-","-","42","0.52%","4.1",""
"4","Kasako","15882$0.16%15.9k","8.88%","65","8","0.81%","3.4",""
"52","Mortifier","15325$0.15%15.3k","0.67%","-","55","0.51%","3.3",""
"57","Melow","13996$0.14%14.0k","25.01%","70","57","1.77%","3.0",""
"62","Idunrunnin","13851$0.14%13.9k","9.58%","-","61","0.00%","3.0",""
"73","Irisviiel","12884$0.13%12.9k","-","-","68","0.54%","2.7",""
"82","Melven","11618$0.11%11.6k","-","-","81","0.00%","2.5",""
"74","Duhd","11110$0.11%11.1k","12.13%","-","74","0.00%","2.4",""
"58","Ishney","10677$0.11%10.7k","-","-","56","0.74%","2.3",""
