"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","661794$13.39%661.8k","54.59%","-","57.87%","234.3",""
"Bandakar","567482$11.48%567.5k","45.30%","-","52.37%","200.9",""
"Pemberstone","273397$5.53%273.4k","48.77%","-","27.75%","96.8",""
"Furckinstein","248698$5.03%248.7k","34.74%","65","23.06%","88.1",""
"Flatzz","221557$4.48%221.6k","11.88%","65","19.34%","78.5",""
"Leetwreck","193142$3.91%193.1k","14.26%","64","19.00%","68.4",""
"Impervious","166307$3.36%166.3k","10.76%","-","17.02%","58.9",""
"Changó","159315$3.22%159.3k","13.33%","-","20.18%","56.4",""
"Deadstrike","142515$2.88%142.5k","8.05%","66","20.17%","50.5",""
"Minuteman","138241$2.80%138.2k","7.31%","63","17.91%","49.0",""
"Dohvyk","128396$2.60%128.4k","4.13%","-","15.68%","45.5",""
"Overbit","126096$2.55%126.1k","12.51%","64","16.84%","44.7",""
"Ultimecia","116736$2.36%116.7k","9.35%","69","7.21%","41.3",""
"Dankling","115794$2.34%115.8k","9.41%","63","14.38%","41.0",""
"Kagomi","114894$2.32%114.9k","8.75%","-","9.06%","40.7",""
"Chainguin","110186$2.23%110.2k","9.80%","68","14.92%","39.0",""
"Trii","95226$1.93%95.2k","12.47%","71","14.51%","33.7",""
"Milku","89043$1.80%89.0k","14.68%","-","4.41%","31.5",""
"Kirilov","86845$1.76%86.8k","7.35%","65","10.40%","30.8",""
"Cavander","79573$1.61%79.6k","9.51%","67","6.68%","28.2",""
"Deyn","71535$1.45%71.5k","13.13%","68","3.79%","25.3",""
"Jiero","68123$1.38%68.1k","13.60%","-","3.58%","24.1",""
"Gonz","66842$1.35%66.8k","15.83%","67","4.72%","23.7",""
"Dietolive","64375$1.30%64.4k","5.60%","-","2.76%","22.8",""
"Tazdink","61617$1.25%61.6k","15.45%","-","3.34%","21.8",""
"Eighchbar","59437$1.20%59.4k","9.03%","65","2.53%","21.0",""
"Dirtÿ","59337$1.20%59.3k","13.17%","64","3.55%","21.0",""
"Mogs","59336$1.20%59.3k","10.29%","63","3.08%","21.0",""
"Slecht","59004$1.19%59.0k","4.59%","61","3.44%","20.9",""
"Hoebowjoe","56586$1.14%56.6k","12.28%","66","2.76%","20.0",""
"Ghazan","54092$1.09%54.1k","13.22%","68","3.93%","19.2",""
"Fossett","54043$1.09%54.0k","10.96%","66","2.98%","19.1",""
"Urumettu","52676$1.07%52.7k","19.18%","66","4.30%","18.7",""
"Enders","52223$1.06%52.2k","9.31%","-","1.97%","18.5",""
"Valara","50944$1.03%50.9k","12.38%","66","2.87%","18.0",""
"Sur","50361$1.02%50.4k","2.63%","-","4.30%","17.8",""
"Necrohealya","47835$0.97%47.8k","13.03%","68","2.74%","16.9",""
"Pythagorean","45445$0.92%45.4k","11.60%","68","2.52%","16.1",""
"Wangcake","39964$0.81%40.0k","9.70%","-","1.79%","14.2",""
"Jáx","35188$0.71%35.2k","13.15%","-","1.66%","12.5",""
