"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"82","Grimseeker","79041$5.46%79.0k","-","77","74.38%","287.0",""
"84","Jiero","74958$5.18%75.0k","67","76","76.83%","272.2",""
"87","Mogs","65192$4.50%65.2k","62","89","67.82%","236.7",""
"88","Changó","63141$4.36%63.1k","65","84","45.57%","229.3",""
"78","Ultimecia","61963$4.28%62.0k","65","71","67.20%","225.0",""
"85","Akecheta","60882$4.21%60.9k","63","82","54.22%","221.0",""
"82","Trike","57423$3.97%57.4k","-","82","67.55%","208.5",""
"80","Impervious","53555$3.70%53.6k","62","80","53.96%","194.4",""
"71","Cavander","53375$3.69%53.4k","62","75","64.63%","193.8",""
"60","Valara","52496$3.63%52.5k","63","55","62.46%","190.6",""
"54","Crow","52273$3.61%52.3k","58","76","60.15%","189.8",""
"62","Hoebowjoe","51161$3.54%51.2k","64","52","58.35%","185.8",""
"59","Deadstrike","50866$3.51%50.9k","63","71","65.81%","184.7",""
"76","Fossett","50614$3.50%50.6k","64","69","63.44%","183.8",""
"55","Dankling","49603$3.43%49.6k","57","92","52.69%","180.1",""
"51","Overbit","48981$3.38%49.0k","61","77","66.59%","177.8",""
"56","Kirilov","48463$3.35%48.5k","65","49","46.76%","176.0",""
"34","Ishney","48248$3.33%48.2k","61","67","63.21%","175.2",""
"47","Chainguin","46746$3.23%46.7k","64","47","62.15%","169.7",""
"44","Trii","45596$3.15%45.6k","65","36","56.04%","165.5",""
"85","Pemberstone","43203$2.99%43.2k","-","87","64.67%","156.9",""
"38","Lachupacabra","41146$2.84%41.1k","59","57","56.39%","149.4",""
"38","Saphex","40883$2.83%40.9k","61","44","66.39%","148.4",""
"25","Dietolive","40193$2.78%40.2k","62","27","62.08%","145.9",""
"48","Crox","33486$2.31%33.5k","-","44","74.57%","121.6",""
"60","Bandakar","32694$2.26%32.7k","63","70","65.86%","118.7",""
"16","Dirtypantiz","29203$2.02%29.2k","60","24","57.08%","106.0",""
"21","Claudiu","26689$1.84%26.7k","63","17","41.31%","96.9",""
"18","Darunor","15408$1.06%15.4k","60","19","44.37%","55.9",""
"99","Gonz","9196$0.64%9.2k","66","98","21.80%","33.4",""
"73","Tazdink","7159$0.49%7.2k","62","76","8.09%","26.0",""
"75","Ghazan","6298$0.44%6.3k","59","85","4.67%","22.9",""
"90","Phugoid","3597$0.25%3.6k","66","88","12.79%","13.1",""
"78","Necrohealya","1673$0.12%1.7k","65","77","8.36%","6.1",""
"-","Hadés","716$0.05%716.0","33","-","1.01%","2.6",""
"56","Enders","422$0.03%422.0","64","56","3.68%","1.5",""
"-","Ergoline","349$0.02%349.0","33","-","0.00%","1.3",""
"-","Koloss","247$0.02%247.0","67","-","0.00%","0.9",""
