"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1290148$13.22%1.29m","59.16%","-","48.71%","252.0",""
"Darunor","983161$10.07%983.2k","49.13%","-","39.96%","192.0",""
"Bandakar","932301$9.55%932.3k","52.61%","-","38.76%","182.1",""
"Danty","559803$5.74%559.8k","47.31%","-","26.81%","109.3",""
"Furckinstein","352860$3.61%352.9k","36.57%","-","21.85%","68.9",""
"Akecheta","318273$3.26%318.3k","16.22%","-","21.14%","62.2",""
"Changó","307294$3.15%307.3k","21.08%","67","18.36%","60.0",""
"Leetwreck","302593$3.10%302.6k","17.94%","-","21.04%","59.1",""
"Pemberstone","264964$2.71%265.0k","37.19%","-","17.64%","51.8",""
"Minuteman","239480$2.45%239.5k","13.72%","-","15.64%","46.8",""
"Impervious","227942$2.34%227.9k","18.52%","-","15.76%","44.5",""
"Chainguin","223621$2.29%223.6k","15.59%","-","16.36%","43.7",""
"Dankling","213578$2.19%213.6k","13.16%","-","13.85%","41.7",""
"Deadstrike","212523$2.18%212.5k","14.52%","-","13.94%","41.5",""
"Trii","181812$1.86%181.8k","15.54%","-","12.15%","35.5",""
"Hoebowjoe","181004$1.85%181.0k","11.36%","-","12.16%","35.4",""
"Dirtÿ","178578$1.83%178.6k","15.49%","-","11.52%","34.9",""
"Tazdink","174876$1.79%174.9k","16.12%","-","8.91%","34.2",""
"Mogs","158052$1.62%158.1k","11.10%","63","10.10%","30.9",""
"Dietolive","148878$1.53%148.9k","10.34%","-","9.26%","29.1",""
"Kirilov","148488$1.52%148.5k","9.75%","-","8.68%","29.0",""
"Gonz","139869$1.43%139.9k","14.17%","67","9.13%","27.3",""
"Necrohealya","138192$1.42%138.2k","9.21%","-","7.46%","27.0",""
"Valara","136143$1.39%136.1k","11.11%","-","8.18%","26.6",""
"Ghazan","133833$1.37%133.8k","20.09%","-","8.24%","26.1",""
"Spicyhot","131675$1.35%131.7k","18.24%","66","9.14%","25.7",""
"Deyn","131570$1.35%131.6k","17.70%","-","7.93%","25.7",""
"Ultimecia","120948$1.24%120.9k","13.82%","-","8.16%","23.6",""
"Milku","119395$1.22%119.4k","16.71%","-","6.33%","23.3",""
"Enders","115881$1.19%115.9k","13.72%","67","7.08%","22.6",""
"Takanu","108074$1.11%108.1k","16.14%","-","5.54%","21.1",""
"Urumettu","107343$1.10%107.3k","18.33%","-","8.14%","21.0",""
"Wangcake","106230$1.09%106.2k","12.61%","-","5.79%","20.7",""
"Fossett","103053$1.06%103.1k","10.43%","-","5.51%","20.1",""
"Cavander","102551$1.05%102.6k","15.73%","-","6.29%","20.0",""
"Slecht","96373$0.99%96.4k","11.35%","64","4.07%","18.8",""
"Eighchbar","94555$0.97%94.6k","12.71%","-","4.90%","18.5",""
"Flatzz","83792$0.86%83.8k","12.76%","-","5.21%","16.4",""
"Pythagorean","80495$0.82%80.5k","10.59%","-","5.29%","15.7",""
"Ishney","77189$0.79%77.2k","12.78%","-","4.72%","15.1",""
"Kagomi","15596$0.16%15.6k","-","65","0.00%","3.0",""
"Cubensis","10312$0.11%10.3k","-","61","0.00%","2.0",""
"Gaunz","7833$0.08%7.8k","-","61","0.00%","1.5",""
