"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","695979$17.60%696.0k","50.41%","63","71.58%","321.5",""
"Darunor","495206$12.52%495.2k","41.37%","-","47.24%","228.7",""
"Furckinstein","244495$6.18%244.5k","45.57%","-","35.71%","112.9",""
"Danty","181562$4.59%181.6k","18.66%","61","26.23%","83.9",""
"Akecheta","167958$4.25%168.0k","8.72%","-","26.90%","77.6",""
"Muhhgi","150303$3.80%150.3k","3.83%","-","22.39%","69.4",""
"Deadstrike","134616$3.40%134.6k","4.06%","59","24.26%","62.2",""
"Changó","134448$3.40%134.4k","6.45%","-","19.67%","62.1",""
"Impervious","132186$3.34%132.2k","11.68%","-","21.26%","61.1",""
"Flatzz","124041$3.14%124.0k","9.47%","-","21.25%","57.3",""
"Kirilov","118816$3.00%118.8k","3.64%","64","24.49%","54.9",""
"Dankling","103809$2.63%103.8k","2.98%","55","15.74%","47.9",""
"Minuteman","101660$2.57%101.7k","4.19%","58","20.99%","47.0",""
"Loom","101231$2.56%101.2k","2.50%","57","16.89%","46.8",""
"Overbit","94638$2.39%94.6k","7.58%","60","18.83%","43.7",""
"Chainguin","93265$2.36%93.3k","14.69%","-","19.11%","43.1",""
"Trii","67285$1.70%67.3k","5.29%","61","8.47%","31.1",""
"Deyn","55665$1.41%55.7k","9.22%","-","6.19%","25.7",""
"Dietolive","54776$1.39%54.8k","8.12%","60","6.97%","25.3",""
"Gonz","46057$1.16%46.1k","5.64%","64","4.14%","21.3",""
"Tazdink","44607$1.13%44.6k","5.42%","54","5.31%","20.6",""
"Trike","43730$1.11%43.7k","12.63%","-","9.49%","20.2",""
"Milku","43314$1.10%43.3k","8.31%","-","4.07%","20.0",""
"Enders","41764$1.06%41.8k","3.09%","61","4.39%","19.3",""
"Fossett","41760$1.06%41.8k","4.48%","58","4.63%","19.3",""
"Lolcya","41563$1.05%41.6k","40.53%","-","4.32%","19.2",""
"Nakur","40657$1.03%40.7k","9.09%","62","5.10%","18.8",""
"Mexius","39260$0.99%39.3k","14.51%","-","3.91%","18.1",""
"Hoebowjoe","38339$0.97%38.3k","5.35%","-","3.52%","17.7",""
"Ultimecia","38081$0.96%38.1k","9.48%","64","3.28%","17.6",""
"Ghazan","31343$0.79%31.3k","19.01%","61","2.25%","14.5",""
"Mogs","31207$0.79%31.2k","11.27%","62","2.32%","14.4",""
"Necrohealya","29213$0.74%29.2k","8.89%","-","3.25%","13.5",""
"Disk","28903$0.73%28.9k","6.93%","61","1.24%","13.4",""
"Olom","27535$0.70%27.5k","3.42%","-","1.56%","12.7",""
"Grimseeker","23338$0.59%23.3k","2.77%","64","2.45%","10.8",""
"Phugoid","21611$0.55%21.6k","18.04%","-","2.80%","10.0",""
"Grimmeat","18001$0.46%18.0k","19.25%","56","1.31%","8.3",""
"Claudiu","17240$0.44%17.2k","-","-","1.01%","8.0",""
"Ishney","12410$0.31%12.4k","4.58%","-","1.39%","5.7",""
"Tigerclàw","2284$0.06%2.3k","-","47","0.00%","1.1",""
