"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"82","Wangcake","740202$23.98%740.2k","33.38%","-","80","72.78%","234.4",""
"78","Eighchbar","670725$21.72%670.7k","25.16%","-","77","68.54%","212.4",""
"71","Deyn","663234$21.48%663.2k","29.06%","70","63","38.12%","210.0",""
"59","Pythagorean","499771$16.19%499.8k","34.16%","-","58","49.37%","158.3",""
"37","Kasako","317937$10.30%317.9k","31.59%","62","50","37.21%","100.7",""
"92","Hoebowjoe","37735$1.22%37.7k","-","-","92","5.11%","11.9",""
"93","Ultimecia","31939$1.03%31.9k","33.15%","72","93","18.95%","10.1",""
"90","Parisshelton","24734$0.80%24.7k","-","-","91","5.04%","7.8",""
"75","Akecheta","23264$0.75%23.3k","37.78%","-","73","56.20%","7.4",""
"69","Changó","20668$0.67%20.7k","38.91%","68","66","49.22%","6.5",""
"59","Buffymctank","15889$0.51%15.9k","47.31%","64","58","50.47%","5.0",""
"63","Guliveris","13317$0.43%13.3k","29.67%","-","62","25.37%","4.2",""
"49","Mortifier","9290$0.30%9.3k","46.03%","-","46","5.70%","2.9",""
"42","Crox","4365$0.14%4.4k","31.70%","-","39","1.41%","1.4",""
"28","Jiera","4319$0.14%4.3k","17.01%","-","28","16.94%","1.4",""
"99","Irisviiel","4313$0.14%4.3k","-","65","99","0.00%","1.4",""
"73","Pointed","2945$0.10%2.9k","52.11%","-","82","1.37%","0.9",""
"71","Seadub","2026$0.07%2.0k","66.57%","71","70","0.00%","0.6",""
"-","Duhd","709$0.02%709.0","43.69%","66","-","0.00%","0.2",""
