"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"66","Ultimecia","1086023$5.69%1.09m","72","52","68.95%","345.5",""
"54","Parisshelton","912561$4.78%912.6k","69","51","54.74%","290.4",""
"39","Flatzz","904463$4.74%904.5k","-","37","68.83%","287.8",""
"64","Dirtÿ","881241$4.62%881.2k","72","50","56.10%","280.4",""
"53","Akecheta","866853$4.54%866.9k","-","51","69.08%","275.8",""
"52","Gaunz","858699$4.50%858.7k","68","54","60.78%","273.2",""
"31","Pointed","846822$4.44%846.8k","-","52","65.80%","269.4",""
"45","Furckinstein","836936$4.39%836.9k","-","39","65.31%","266.3",""
"39","Stankdik","822903$4.31%822.9k","67","47","58.30%","261.8",""
"59","Duhd","814069$4.27%814.1k","67","64","49.93%","259.0",""
"45","Hoebowjoe","803363$4.21%803.4k","69","41","54.43%","255.6",""
"66","Jiero","771732$4.05%771.7k","-","69","63.02%","245.5",""
"36","Dohvyk","762468$4.00%762.5k","-","30","65.25%","242.6",""
"57","Changó","750580$3.94%750.6k","-","51","68.08%","238.8",""
"51","Valara","700638$3.67%700.6k","-","49","49.06%","222.9",""
"66","Bandakar","667890$3.50%667.9k","-","60","82.91%","212.5",""
"19","Deadstrike","647289$3.39%647.3k","69","18","63.59%","205.9",""
"27","Daxis","601500$3.15%601.5k","-","48","60.90%","191.4",""
"27","Seadub","566943$2.97%566.9k","70","21","51.88%","180.4",""
"64","Ratshot","566371$2.97%566.4k","-","77","50.51%","180.2",""
"17","Criamona","558482$2.93%558.5k","-","41","44.13%","177.7",""
"67","Pemberstone","546874$2.87%546.9k","-","66","74.02%","174.0",""
"43","Fossett","515809$2.70%515.8k","69","35","46.32%","164.1",""
"11","Claudiu","499158$2.62%499.2k","65","15","42.44%","158.8",""
"16","Johnnysinz","480641$2.52%480.6k","64","28","59.40%","152.9",""
"18","Minuteman","339070$1.78%339.1k","68","18","30.58%","107.9",""
"14","Samanthax","332095$1.74%332.1k","-","23","51.89%","105.7",""
"68","Trike","63644$0.33%63.6k","-","83","5.65%","20.2",""
"96","Slecht","23603$0.12%23.6k","-","96","7.55%","7.5",""
"93","Globz","22433$0.12%22.4k","64","94","2.68%","7.1",""
"94","Enders","15259$0.08%15.3k","-","93","3.82%","4.9",""
"69","Grimtide","2912$0.02%2.9k","59","70","0.00%","0.9",""
"78","Wangcake","2149$0.01%2.1k","-","77","1.28%","0.7",""
"78","Tauraheim","1043$0.01%1.0k","66","79","0.00%","0.3",""
"71","Deyn","969$0.01%969.0","67","73","0.00%","0.3",""
