"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1168878$12.52%1.17m","48.97%","-","50.09%","235.8",""
"Pemberstone","1162515$12.45%1.16m","53.57%","-","53.35%","234.5",""
"Garglegop","915875$9.81%915.9k","47.39%","-","46.76%","184.7",""
"Mortifier","669306$7.17%669.3k","53.00%","-","37.46%","135.0",""
"Akecheta","372763$3.99%372.8k","16.18%","-","21.34%","75.2",""
"Furckinstein","368222$3.94%368.2k","16.56%","-","21.53%","74.3",""
"Flatzz","360164$3.86%360.2k","16.12%","-","21.60%","72.6",""
"Changó","329096$3.52%329.1k","18.75%","-","20.73%","66.4",""
"Chrg","282128$3.02%282.1k","11.48%","-","17.91%","56.9",""
"Lexzie","245585$2.63%245.6k","11.44%","-","16.23%","49.5",""
"Synergy","227843$2.44%227.8k","12.87%","-","14.20%","46.0",""
"Deadstrike","219540$2.35%219.5k","16.09%","-","15.03%","44.3",""
"Nimda","199328$2.13%199.3k","13.02%","-","13.28%","40.2",""
"Ultimecia","189146$2.03%189.1k","7.21%","-","10.01%","38.2",""
"Seadub","177967$1.91%178.0k","7.61%","-","12.49%","35.9",""
"Aleisterr","160164$1.72%160.2k","4.31%","-","10.91%","32.3",""
"Kurtz","149803$1.60%149.8k","12.06%","-","7.51%","30.2",""
"Duhd","140527$1.50%140.5k","11.49%","69","7.88%","28.3",""
"Parisshelton","130301$1.40%130.3k","10.77%","-","7.62%","26.3",""
"Olom","129169$1.38%129.2k","5.71%","-","7.82%","26.1",""
"Shamallama","125488$1.34%125.5k","18.16%","-","5.93%","25.3",""
"Irisviiel","123246$1.32%123.2k","22.23%","-","5.50%","24.9",""
"Ghazan","121489$1.30%121.5k","16.16%","-","6.69%","24.5",""
"Eighchbar","102336$1.10%102.3k","7.63%","-","4.48%","20.6",""
"Urumettu","100001$1.07%100.0k","19.56%","-","5.92%","20.2",""
"Deyn","99771$1.07%99.8k","14.53%","-","4.63%","20.1",""
"Milku","95974$1.03%96.0k","13.65%","73","4.49%","19.4",""
"Ugara","95763$1.03%95.8k","11.11%","-","3.91%","19.3",""
"Lavain","95222$1.02%95.2k","9.41%","-","5.24%","19.2",""
"Ishney","94709$1.01%94.7k","16.62%","-","4.82%","19.1",""
"Wangcake","93825$1.00%93.8k","11.28%","75","4.48%","18.9",""
"Drgupta","93352$1.00%93.4k","18.00%","68","5.03%","18.8",""
"Gouff","91324$0.98%91.3k","16.42%","-","8.47%","18.4",""
"Lumieux","89639$0.96%89.6k","6.36%","69","4.70%","18.1",""
"Slecht","82036$0.88%82.0k","11.27%","70","4.53%","16.5",""
"Pythagorean","78381$0.84%78.4k","10.98%","-","4.92%","15.8",""
"Tacomojo","60120$0.64%60.1k","18.16%","64","3.09%","12.1",""
"Tauraheim","51574$0.55%51.6k","8.05%","-","3.09%","10.4",""
"Gamerguzzler","40372$0.43%40.4k","16.15%","66","0.83%","8.1",""
"Razorgore the Untamed","5230$0.06%5.2k","-","-","0.00%","1.1",""
