"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"54","Changó","1290912$5.14%1.29m","-","63","66.71%","280.7",""
"58","Parisshelton","1275982$5.08%1.28m","70","74","54.68%","277.5",""
"42","Jáx","1238268$4.93%1.24m","-","62","58.97%","269.3",""
"47","Duhd","1209578$4.81%1.21m","70","61","56.62%","263.0",""
"38","Dryrun","1176252$4.68%1.18m","70","53","56.87%","255.8",""
"16","Dohvyk","1101073$4.38%1.10m","-","17","59.73%","239.4",""
"37","Akecheta","1096899$4.37%1.10m","-","50","60.57%","238.5",""
"38","Ultimecia","1017759$4.05%1.02m","-","36","46.76%","221.3",""
"44","Furckinstein","1010376$4.02%1.01m","-","48","58.26%","219.7",""
"38","Flatzz","1008871$4.02%1.01m","-","51","56.47%","219.4",""
"28","Dietolive","1007184$4.01%1.01m","-","34","52.10%","219.0",""
"55","Jiero","962509$3.83%962.5k","-","57","56.92%","209.3",""
"49","Irisviiel","948230$3.77%948.2k","-","54","51.30%","206.2",""
"33","Gaunz","894394$3.56%894.4k","-","49","46.92%","194.5",""
"16","Melven","861852$3.43%861.9k","62","53","57.24%","187.4",""
"20","Synergy","843312$3.36%843.3k","67","40","53.93%","183.4",""
"70","Guliveris","816746$3.25%816.7k","-","74","58.88%","177.6",""
"21","Stankdik","806554$3.21%806.6k","-","29","41.62%","175.4",""
"18","Urumettu","796277$3.17%796.3k","-","27","53.51%","173.2",""
"21","Deadstrike","785925$3.13%785.9k","-","38","46.65%","170.9",""
"13","Kirilov","765797$3.05%765.8k","74","13","45.45%","166.5",""
"64","Bandakar","733360$2.92%733.4k","-","71","53.65%","159.5",""
"82","Pemberstone","660801$2.63%660.8k","-","85","59.43%","143.7",""
"20","Seadub","637972$2.54%638.0k","-","29","35.30%","138.7",""
"11","Dïrty","621320$2.47%621.3k","-","28","51.27%","135.1",""
"8","Ishney","595704$2.37%595.7k","-","8","50.37%","129.5",""
"4","Ugara","427310$1.70%427.3k","63","12","47.27%","92.9",""
"15","Mortifier","408295$1.62%408.3k","-","26","50.02%","88.8",""
"88","Ghazan","61482$0.24%61.5k","-","89","3.68%","13.4",""
"46","Necrohealya","20007$0.08%20.0k","-","49","1.20%","4.4",""
"53","Wangcake","17644$0.07%17.6k","72","54","1.33%","3.8",""
"46","Pythagorean","16218$0.06%16.2k","-","49","2.60%","3.5",""
"70","Tauraheim","3469$0.01%3.5k","-","70","0.94%","0.8",""
"-","Deyn","3255$0.01%3.3k","-","-","0.92%","0.7",""
"88","Slecht","1913$0.01%1.9k","70","89","0.80%","0.4",""
"-","Drgupta","1561$0.01%1.6k","68","-","0.00%","0.3",""
"-","Lumieux","829$0.00%829.0","63","-","0.00%","0.2",""
"-","Eighchbar","383$0.00%383.0","-","-","0.00%","0.1",""
