"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","565301$11.52%565.3k","47.84%","-","47.74%","204.3",""
"Crox","455774$9.28%455.8k","53.85%","-","43.54%","164.7",""
"Guliveris","446346$9.09%446.3k","48.57%","-","46.57%","161.3",""
"Bandakar","312916$6.37%312.9k","29.22%","69","30.14%","113.1",""
"Furckinstein","221008$4.50%221.0k","14.30%","-","18.54%","79.9",""
"Akecheta","220523$4.49%220.5k","22.92%","-","24.89%","79.7",""
"Changó","203225$4.14%203.2k","10.16%","-","18.21%","73.5",""
"Danty","182583$3.72%182.6k","28.51%","-","22.33%","66.0",""
"Dohvyk","176685$3.60%176.7k","16.40%","-","20.54%","63.9",""
"Flatzz","171634$3.50%171.6k","11.41%","-","14.41%","62.0",""
"Dïrty","167127$3.40%167.1k","23.31%","-","18.88%","60.4",""
"Gonz","161966$3.30%162.0k","16.95%","-","15.55%","58.5",""
"Synergy","138905$2.83%138.9k","6.41%","-","15.01%","50.2",""
"Ultimecia","128485$2.62%128.5k","11.12%","72","8.39%","46.4",""
"Deadstrike","115798$2.36%115.8k","11.39%","69","13.07%","41.9",""
"Kirilov","104485$2.13%104.5k","10.19%","74","12.88%","37.8",""
"Joepesci","98280$2.00%98.3k","10.20%","-","10.57%","35.5",""
"Ghazan","82435$1.68%82.4k","11.41%","-","6.43%","29.8",""
"Yunghelga","65433$1.33%65.4k","10.06%","69","2.98%","23.7",""
"Shelton","58039$1.18%58.0k","11.20%","69","3.00%","21.0",""
"Duhd","57162$1.16%57.2k","8.88%","-","3.86%","20.7",""
"Milku","56931$1.16%56.9k","7.77%","-","2.72%","20.6",""
"Deyn","56796$1.16%56.8k","8.52%","71","2.88%","20.5",""
"Eighchbar","55185$1.12%55.2k","9.45%","-","2.67%","19.9",""
"Slecht","54853$1.12%54.9k","11.91%","69","2.56%","19.8",""
"Dietolive","53853$1.10%53.9k","8.45%","-","3.52%","19.5",""
"Jiero","52042$1.06%52.0k","8.34%","-","2.83%","18.8",""
"Pythagorean","48399$0.99%48.4k","5.77%","70","1.46%","17.5",""
"Tumblebug","48340$0.98%48.3k","15.57%","70","2.60%","17.5",""
"Irisviiel","48171$0.98%48.2k","17.06%","72","3.26%","17.4",""
"Ishney","46182$0.94%46.2k","12.71%","-","1.50%","16.7",""
"Fossett","38427$0.78%38.4k","6.26%","71","2.37%","13.9",""
"Wangcake","37880$0.77%37.9k","9.99%","71","1.21%","13.7",""
"Ratshot","37642$0.77%37.6k","10.91%","68","1.70%","13.6",""
"Hoebowjoe","36554$0.74%36.6k","8.95%","69","2.12%","13.2",""
"Dryrun","36221$0.74%36.2k","12.20%","-","1.48%","13.1",""
"Valara","34417$0.70%34.4k","11.17%","69","1.01%","12.4",""
"Seadub","30487$0.62%30.5k","3.47%","70","2.90%","11.0",""
"Dirtywifeÿ","2696$0.05%2.7k","38.11%","59","0.00%","1.0",""
