"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"80","Milku","987368$10.70%987.4k","31.70%","-","84","57.61%","175.1",""
"88","Slecht","884046$9.58%884.0k","24.08%","70","95","56.49%","156.8",""
"55","Pythagorean","881753$9.55%881.8k","17.69%","-","66","47.84%","156.4",""
"59","Eighchbar","841270$9.11%841.3k","25.16%","-","68","49.02%","149.2",""
"50","Deyn","812252$8.80%812.3k","26.44%","71","56","36.88%","144.0",""
"38","Wangcake","796024$8.62%796.0k","28.85%","72","43","46.34%","141.2",""
"25","Necrohealya","791333$8.57%791.3k","35.27%","-","32","55.32%","140.3",""
"46","Tazdink","680453$7.37%680.5k","11.33%","71","52","31.87%","120.7",""
"54","Tauraheim","648652$7.03%648.7k","31.23%","-","62","37.50%","115.0",""
"26","Lumieux","598164$6.48%598.2k","25.86%","-","69","44.94%","106.1",""
"32","Ghazan","562305$6.09%562.3k","18.44%","-","34","30.02%","99.7",""
"97","Gaunz","105724$1.15%105.7k","2.74%","-","97","3.31%","18.7",""
"89","Dietolive","86763$0.94%86.8k","2.97%","-","89","2.50%","15.4",""
"65","Ultimecia","56389$0.61%56.4k","10.98%","-","61","2.94%","10.0",""
"89","Akecheta","42844$0.46%42.8k","25.75%","-","89","41.47%","7.6",""
"94","Crox","40383$0.44%40.4k","2.65%","74","94","1.04%","7.2",""
"77","Guliveris","39733$0.43%39.7k","21.33%","-","85","21.68%","7.0",""
"79","Changó","38313$0.42%38.3k","25.82%","-","79","32.33%","6.8",""
"89","Pemberstone","36587$0.40%36.6k","39.35%","-","90","6.42%","6.5",""
"79","Decimous","32302$0.35%32.3k","28.47%","-","81","29.26%","5.7",""
"68","Bandakar","30970$0.34%31.0k","21.50%","-","74","28.04%","5.5",""
"82","Kirilov","27124$0.29%27.1k","50.00%","74","82","14.90%","4.8",""
"66","Dohvyk","26960$0.29%27.0k","24.70%","70","66","29.14%","4.8",""
"91","Synergy","22654$0.25%22.7k","26.11%","67","91","3.66%","4.0",""
"89","Stankdik","19660$0.21%19.7k","14.08%","72","90","1.39%","3.5",""
"57","Furckinstein","18410$0.20%18.4k","31.30%","-","59","22.11%","3.3",""
"93","Parisshelton","17673$0.19%17.7k","0.22%","70","92","0.00%","3.1",""
"78","Dryrun","14902$0.16%14.9k","-","-","76","0.00%","2.6",""
"69","Deadstrike","14759$0.16%14.8k","21.11%","69","72","2.20%","2.6",""
"47","Seadub","11357$0.12%11.4k","-","-","41","0.00%","2.0",""
"41","Dïrty","11099$0.12%11.1k","29.08%","-","48","14.17%","2.0",""
"77","Urumettu","9953$0.11%10.0k","14.63%","71","79","0.00%","1.8",""
"90","Jáx","9654$0.10%9.7k","7.21%","-","89","0.00%","1.7",""
"84","Jiero","8716$0.09%8.7k","-","-","85","0.00%","1.5",""
"92","Kurtz","6036$0.07%6.0k","-","72","92","0.00%","1.1",""
"90","Ugara","4400$0.05%4.4k","-","63","91","0.00%","0.8",""
"76","Ishney","3939$0.04%3.9k","-","74","77","0.00%","0.7",""
"90","Melven","3567$0.04%3.6k","4.88%","-","87","0.00%","0.6",""
"-","Duhd","3394$0.04%3.4k","30.71%","70","-","0.00%","0.6",""
"-","Irisviiel","2826$0.03%2.8k","-","73","-","0.00%","0.5",""
