"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"41","Dohvyk","1069193$4.74%1.07m","-","37","64.39%","368.5",""
"59","Deadstrike","1027145$4.55%1.03m","69","64","64.65%","354.0",""
"52","Furckinstein","1002934$4.44%1.00m","-","47","68.59%","345.6",""
"52","Akecheta","971250$4.30%971.3k","-","46","70.46%","334.7",""
"47","Flatzz","947098$4.20%947.1k","-","53","71.40%","326.4",""
"35","Changó","945093$4.19%945.1k","68","29","69.56%","325.7",""
"50","Parisshelton","935845$4.15%935.8k","-","58","58.30%","322.5",""
"41","Minuteman","906391$4.02%906.4k","-","51","63.89%","312.4",""
"44","Jáx","895781$3.97%895.8k","-","72","56.73%","308.7",""
"52","Hoebowjoe","884861$3.92%884.9k","-","63","51.41%","305.0",""
"65","Dietolive","871783$3.86%871.8k","70","60","66.92%","300.4",""
"60","Ultimecia","859896$3.81%859.9k","-","54","63.80%","296.4",""
"39","Danty","804772$3.57%804.8k","68","34","65.10%","277.4",""
"49","Duhd","801514$3.55%801.5k","-","59","45.20%","276.2",""
"42","Dankling","786502$3.48%786.5k","-","35","55.80%","271.1",""
"38","Dirtÿ","785473$3.48%785.5k","-","30","47.79%","270.7",""
"77","Bandakar","770037$3.41%770.0k","-","73","82.96%","265.4",""
"35","Smitty","769258$3.41%769.3k","67","48","52.83%","265.1",""
"63","Jiero","719777$3.19%719.8k","-","69","65.85%","248.1",""
"58","Guliveris","711015$3.15%711.0k","-","52","65.92%","245.0",""
"44","Valara","701376$3.11%701.4k","-","53","47.72%","241.7",""
"19","Kirilov","621830$2.75%621.8k","-","17","52.85%","214.3",""
"45","Gaunz","598171$2.65%598.2k","67","54","56.01%","206.2",""
"29","Seadub","574393$2.54%574.4k","-","24","52.62%","198.0",""
"77","Pemberstone","565255$2.50%565.3k","-","78","69.53%","194.8",""
"23","Ishney","562138$2.49%562.1k","-","20","62.87%","193.7",""
"11","Irisviiel","451004$2.00%451.0k","66","14","51.81%","155.4",""
"26","Fossett","398348$1.76%398.3k","69","21","46.94%","137.3",""
"34","Crox","334547$1.48%334.5k","-","35","62.97%","115.3",""
"56","Ghazan","240498$1.07%240.5k","-","54","23.49%","82.9",""
"86","Pythagorean","26524$0.12%26.5k","-","86","3.40%","9.1",""
"95","Deyn","15415$0.07%15.4k","-","95","0.00%","5.3",""
"70","Slecht","13847$0.06%13.8k","67","71","2.56%","4.8",""
"-","Milku","1233$0.01%1.2k","-","-","0.00%","0.4",""
"80","Wangcake","845$0.00%845.0","70","79","0.00%","0.3",""
"-","Necrohealya","814$0.00%814.0","70","-","0.00%","0.3",""
"-","Eighchbar","521$0.00%521.0","-","-","0.00%","0.2",""
"-","Yunghelga","306$0.00%306.0","-","-","0.00%","0.1",""
"-","Tauraheim","153$0.00%153.0","-","-","0.00%","0.1",""
"-","Shelton","74$0.00%74.0","-","-","0.00%","0.0",""
