"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","261865$23.48%261.9k","50.22%","78","69.32%","207.7",""
"Mortifier","102921$9.23%102.9k","59.61%","-","41.71%","81.6",""
"Dohvyk","100431$9.00%100.4k","26.14%","-","30.63%","79.7",""
"Gaunz","82784$7.42%82.8k","12.22%","74","25.18%","65.7",""
"Hercalees","82726$7.42%82.7k","44.22%","-","28.92%","65.6",""
"Furckinstein","68444$6.14%68.4k","34.12%","-","21.74%","54.3",""
"Hbar","62947$5.64%62.9k","29.22%","65","15.67%","49.9",""
"Nimda","55185$4.95%55.2k","20.61%","69","19.99%","43.8",""
"Synergy","46971$4.21%47.0k","16.33%","-","21.67%","37.3",""
"Drgupta","46608$4.18%46.6k","20.76%","-","21.47%","37.0",""
"Melven","39610$3.55%39.6k","9.85%","70","16.56%","31.4",""
"Duhd","28503$2.56%28.5k","5.60%","-","9.77%","22.6",""
"Kasako","28093$2.52%28.1k","23.35%","67","14.48%","22.3",""
"Slecht","23960$2.15%24.0k","13.54%","71","12.71%","19.0",""
"Irisviiel","19960$1.79%20.0k","24.05%","76","11.77%","15.8",""
"Pythagorean","18482$1.66%18.5k","10.53%","75","7.60%","14.7",""
"Vannawight","17327$1.55%17.3k","11.69%","70","11.14%","13.7",""
"Johnnyxo","14915$1.34%14.9k","1.49%","56","5.19%","11.8",""
"Lumieux","13588$1.22%13.6k","2.69%","72","9.72%","10.8",""
