"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"78","Enders","929795$13.29%929.8k","23.81%","66","85","71.69%","285.9",""
"51","Deyn","728488$10.42%728.5k","17.73%","-","58","48.96%","224.0",""
"52","Eighchbar","679466$9.71%679.5k","25.72%","-","78","71.53%","208.9",""
"46","Milku","658245$9.41%658.2k","36.94%","-","48","79.58%","202.4",""
"46","Wangcake","647240$9.25%647.2k","29.24%","-","65","70.35%","199.0",""
"40","Takanu","588571$8.42%588.6k","27.53%","-","57","51.18%","181.0",""
"45","Necrohealya","522926$7.48%522.9k","30.86%","67","49","51.85%","160.8",""
"38","Ghazan","483033$6.91%483.0k","21.65%","-","50","41.12%","148.5",""
"25","Tazdink","467950$6.69%468.0k","11.79%","-","34","51.20%","143.9",""
"23","Slecht","406655$5.81%406.7k","32.20%","-","46","68.30%","125.0",""
"69","Gonz","152787$2.18%152.8k","10.74%","-","72","11.23%","47.0",""
"82","Hoebowjoe","71286$1.02%71.3k","-","-","84","15.00%","21.9",""
"62","Fossett","68591$0.98%68.6k","12.02%","66","64","8.06%","21.1",""
"80","Mogs","65425$0.94%65.4k","1.03%","63","84","11.65%","20.1",""
"71","Claudiu","47246$0.68%47.2k","-","65","75","9.47%","14.5",""
"74","Ultimecia","36626$0.52%36.6k","15.20%","-","76","7.83%","11.3",""
"88","Bandakar","33402$0.48%33.4k","21.04%","-","86","35.47%","10.3",""
"74","Dietolive","29683$0.42%29.7k","7.13%","-","82","1.67%","9.1",""
"52","Dirtÿ","29165$0.42%29.2k","-","-","60","3.71%","9.0",""
"56","Impervious","27608$0.39%27.6k","25.28%","63","54","45.71%","8.5",""
"80","Pemberstone","26555$0.38%26.6k","37.17%","-","78","9.03%","8.2",""
"67","Flatzz","23951$0.34%24.0k","18.43%","-","66","32.83%","7.4",""
"34","Valara","23834$0.34%23.8k","-","-","41","4.28%","7.3",""
"53","Leetwreck","21742$0.31%21.7k","34.51%","-","58","45.66%","6.7",""
"48","Changó","21375$0.31%21.4k","29.51%","-","45","38.69%","6.6",""
"81","Chingu","20805$0.30%20.8k","2.35%","-","79","1.31%","6.4",""
"75","Deadstrike","20498$0.29%20.5k","21.68%","65","75","6.75%","6.3",""
"81","Slybanana","19398$0.28%19.4k","3.28%","62","79","1.53%","6.0",""
"57","Crox","14690$0.21%14.7k","8.70%","-","56","2.44%","4.5",""
"67","Ennja","13649$0.20%13.6k","16.04%","-","79","11.33%","4.2",""
"63","Cavander","13095$0.19%13.1k","6.19%","66","67","0.00%","4.0",""
"57","Danty","12847$0.18%12.8k","19.47%","-","58","2.14%","4.0",""
"78","Urumettu","12024$0.17%12.0k","13.36%","-","80","1.05%","3.7",""
"41","Muhhgi","11942$0.17%11.9k","15.78%","-","40","27.48%","3.7",""
"68","Kirilov","11518$0.16%11.5k","30.63%","-","68","3.78%","3.5",""
"79","Jiero","11169$0.16%11.2k","3.05%","66","80","1.36%","3.4",""
"75","Trii","10630$0.15%10.6k","14.38%","-","76","2.67%","3.3",""
"79","Ishney","10306$0.15%10.3k","8.93%","-","80","1.49%","3.2",""
"71","Overbit","8261$0.12%8.3k","21.85%","62","70","2.14%","2.5",""
"63","Minuteman","8132$0.12%8.1k","14.37%","63","64","0.82%","2.5",""
"-","Akecheta","3637$0.05%3.6k","16.93%","65","-","8.48%","1.1",""
