"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"58","Ultimecia","97177$6.98%97.2k","64","52","73.26%","219.2",""
"55","Mexius","86688$6.23%86.7k","60","70","68.55%","195.6",""
"55","Dietolive","85508$6.14%85.5k","60","70","66.64%","192.9",""
"17","Grimseeker","74713$5.37%74.7k","64","18","66.23%","168.6",""
"40","Deadstrike","74323$5.34%74.3k","59","76","60.40%","167.7",""
"43","Kirilov","74271$5.34%74.3k","63","53","50.84%","167.6",""
"44","Minuteman","72578$5.22%72.6k","58","83","50.27%","163.7",""
"25","Hoebowjoe","67651$4.86%67.7k","-","30","59.79%","152.6",""
"80","Akecheta","65103$4.68%65.1k","60","94","48.79%","146.9",""
"54","Changó","64181$4.61%64.2k","62","50","54.70%","144.8",""
"29","Dankling","64106$4.61%64.1k","55","76","56.80%","144.6",""
"27","Trii","61476$4.42%61.5k","61","47","57.35%","138.7",""
"28","Overbit","60523$4.35%60.5k","60","55","55.40%","136.6",""
"8","Ishney","54651$3.93%54.7k","59","23","57.78%","123.3",""
"44","Flatzz","54628$3.93%54.6k","61","45","57.65%","123.3",""
"39","Crox","52459$3.77%52.5k","62","56","65.55%","118.4",""
"40","Muhhgi","51880$3.73%51.9k","60","47","57.37%","117.1",""
"38","Danty","48461$3.48%48.5k","61","39","53.11%","109.3",""
"27","Fossett","46593$3.35%46.6k","58","42","52.75%","105.1",""
"33","Impervious","42871$3.08%42.9k","58","50","54.74%","96.7",""
"33","Furckinstein","38390$2.76%38.4k","61","58","64.42%","86.6",""
"18","Darunor","34236$2.46%34.2k","60","19","60.83%","77.2",""
"96","Phugoid","11892$0.85%11.9k","-","97","40.64%","26.8",""
"-","Ghazan","5684$0.41%5.7k","-","-","4.30%","12.8",""
"61","Necrohealya","1216$0.09%1.2k","61","64","4.74%","2.7",""
"51","Enders","374$0.03%374.0","61","54","1.80%","0.8",""
