"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","675768$12.47%675.8k","48.32%","-","43.22%","233.6",""
"Bandakar","675066$12.46%675.1k","58.50%","-","54.64%","233.3",""
"Pemberstone","618226$11.41%618.2k","52.48%","-","47.14%","213.7",""
"Garglegop","265521$4.90%265.5k","41.09%","-","23.32%","91.8",""
"Mortifier","255679$4.72%255.7k","50.99%","-","28.44%","88.4",""
"Furckinstein","191561$3.54%191.6k","20.01%","-","21.18%","66.2",""
"Flatzz","187591$3.46%187.6k","15.69%","-","22.05%","64.8",""
"Chrg","155749$2.88%155.7k","17.27%","66","19.13%","53.8",""
"Renke","147168$2.72%147.2k","9.36%","-","16.49%","50.9",""
"Kanku","142814$2.64%142.8k","9.69%","-","18.40%","49.4",""
"Sepitus","137355$2.54%137.4k","7.94%","-","15.10%","47.5",""
"Accessdenied","131694$2.43%131.7k","13.49%","-","16.82%","45.5",""
"Deadstrike","128995$2.38%129.0k","14.74%","73","14.35%","44.6",""
"Synergy","122580$2.26%122.6k","12.63%","-","14.71%","42.4",""
"Gaunz","112015$2.07%112.0k","14.06%","71","15.18%","38.7",""
"Nimda","107809$1.99%107.8k","10.29%","-","15.65%","37.3",""
"Kurtz","96896$1.79%96.9k","10.97%","-","11.09%","33.5",""
"Dietolive","91535$1.69%91.5k","6.79%","-","13.59%","31.6",""
"Muja","81712$1.51%81.7k","17.73%","-","13.35%","28.2",""
"Zugshirt","80844$1.49%80.8k","9.81%","-","8.77%","27.9",""
"Parisshelton","80020$1.48%80.0k","12.06%","-","12.36%","27.7",""
"Tauraheim","76330$1.41%76.3k","20.70%","-","6.76%","26.4",""
"Deyn","64229$1.19%64.2k","17.00%","-","7.90%","22.2",""
"Irisviiel","62944$1.16%62.9k","20.17%","-","8.19%","21.8",""
"Urumettu","61291$1.13%61.3k","22.38%","-","7.17%","21.2",""
"Ghazan","60722$1.12%60.7k","16.77%","-","6.04%","21.0",""
"Shamallama","58623$1.08%58.6k","13.81%","-","8.19%","20.3",""
"Ishney","57714$1.07%57.7k","23.91%","-","6.76%","19.9",""
"Drgupta","56448$1.04%56.4k","13.73%","69","6.35%","19.5",""
"Melven","56168$1.04%56.2k","10.60%","-","7.39%","19.4",""
"Olom","49884$0.92%49.9k","4.85%","-","5.84%","17.2",""
"Cubensis","48651$0.90%48.7k","17.60%","-","5.72%","16.8",""
"Lumieux","48536$0.90%48.5k","8.05%","-","4.33%","16.8",""
"Eighchbar","47802$0.88%47.8k","6.13%","-","4.57%","16.5",""
"Milku","45165$0.83%45.2k","18.28%","-","6.02%","15.6",""
"Wangcake","41770$0.77%41.8k","13.15%","74","3.65%","14.4",""
"Slecht","41152$0.76%41.2k","12.83%","71","4.94%","14.2",""
"Pythagorean","28784$0.53%28.8k","11.00%","-","5.05%","9.9",""
"Razorgore the Untamed","24461$0.45%24.5k","-","-","0.63%","8.5",""
