"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"59","Jiero","75966$5.41%76.0k","66","47","63.20%","224.5",""
"54","Grimseeker","71110$5.07%71.1k","65","52","68.29%","210.2",""
"67","Mexius","65016$4.63%65.0k","63","66","71.09%","192.2",""
"50","Deadstrike","61152$4.36%61.2k","59","84","63.71%","180.7",""
"30","Funk","59808$4.26%59.8k","61","36","48.41%","176.8",""
"47","Overbit","57886$4.13%57.9k","60","78","55.31%","171.1",""
"45","Minuteman","55589$3.96%55.6k","58","83","49.28%","164.3",""
"62","Muhhgi","54272$3.87%54.3k","60","72","60.90%","160.4",""
"28","Dietolive","54186$3.86%54.2k","61","34","55.68%","160.1",""
"61","Akecheta","54168$3.86%54.2k","61","64","50.32%","160.1",""
"24","Ultimecia","53790$3.83%53.8k","64","18","46.40%","159.0",""
"31","Kirilov","49285$3.51%49.3k","64","29","52.39%","145.7",""
"25","Cavander","47277$3.37%47.3k","62","26","58.75%","139.7",""
"49","Trike","45589$3.25%45.6k","62","45","48.93%","134.7",""
"49","Flatzz","45283$3.23%45.3k","62","45","78.92%","133.8",""
"21","Claudiu","43916$3.13%43.9k","59","35","54.39%","129.8",""
"21","Hoebowjoe","43343$3.09%43.3k","-","17","53.86%","128.1",""
"24","Trii","42405$3.02%42.4k","63","29","53.59%","125.3",""
"46","Impervious","42386$3.02%42.4k","59","61","58.12%","125.3",""
"25","Fossett","38289$2.73%38.3k","63","19","42.95%","113.2",""
"11","Melven","37892$2.70%37.9k","60","17","36.72%","112.0",""
"10","Saphex","36436$2.60%36.4k","60","16","49.42%","107.7",""
"16","Dankling","35667$2.54%35.7k","55","50","62.10%","105.4",""
"25","Crox","34261$2.44%34.3k","61","27","75.96%","101.3",""
"52","Pemberstone","34048$2.43%34.0k","-","47","49.17%","100.6",""
"13","Thamir","33443$2.38%33.4k","-","42","47.03%","98.8",""
"8","Grimmeat","27976$1.99%28.0k","56","13","35.46%","82.7",""
"24","Danty","25448$1.81%25.4k","62","22","21.78%","75.2",""
"22","Furckinstein","24866$1.77%24.9k","62","20","59.87%","73.5",""
"26","Darunor","24418$1.74%24.4k","60","27","53.30%","72.2",""
"96","Derka","9684$0.69%9.7k","64","97","24.77%","28.6",""
"94","Phugoid","7010$0.50%7.0k","64","94","25.72%","20.7",""
"90","Necrohealya","4334$0.31%4.3k","62","91","16.19%","12.8",""
"86","Nakur","2403$0.17%2.4k","64","86","15.60%","7.1",""
"75","Gonz","2162$0.15%2.2k","64","73","5.49%","6.4",""
"-","Tazdink","1814$0.13%1.8k","-","-","1.74%","5.4",""
"51","Enders","421$0.03%421.0","61","54","0.00%","1.2",""
"-","Deyn","76$0.01%76.0","64","-","0.00%","0.2",""
