"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"48","Flatzz","906759$5.22%906.8k","-","54","79.69%","334.5",""
"56","Changó","843482$4.85%843.5k","-","48","72.15%","311.2",""
"61","Duhd","820100$4.72%820.1k","64","80","61.28%","302.6",""
"61","Dietolive","790520$4.55%790.5k","70","55","58.67%","291.6",""
"40","Stankdik","788580$4.54%788.6k","67","50","59.40%","290.9",""
"46","Parisshelton","777904$4.48%777.9k","68","47","58.47%","287.0",""
"34","Dankling","745649$4.29%745.6k","67","41","65.15%","275.1",""
"31","Dohvyk","745389$4.29%745.4k","66","27","66.56%","275.0",""
"45","Gaunz","745292$4.29%745.3k","67","53","62.58%","275.0",""
"45","Hoebowjoe","745042$4.29%745.0k","68","46","57.29%","274.9",""
"43","Dirtÿ","725499$4.17%725.5k","71","31","58.89%","267.6",""
"56","Valara","723034$4.16%723.0k","68","59","54.14%","266.7",""
"40","Furckinstein","699174$4.02%699.2k","68","33","72.17%","257.9",""
"29","Deadstrike","691545$3.98%691.5k","69","28","66.84%","255.1",""
"25","Buffymctank","649490$3.74%649.5k","63","33","61.19%","239.6",""
"27","Leetwreck","580543$3.34%580.5k","-","22","55.47%","214.2",""
"41","Guki","576726$3.32%576.7k","69","37","48.71%","212.8",""
"19","Ramba","551459$3.17%551.5k","58","64","68.68%","203.4",""
"19","Tumblebug","544697$3.13%544.7k","-","18","47.26%","200.9",""
"23","Ishney","510212$2.94%510.2k","71","17","59.57%","188.2",""
"15","Irisviiel","458838$2.64%458.8k","61","45","56.27%","169.3",""
"58","Bandakar","444686$2.56%444.7k","-","52","87.21%","164.1",""
"20","Seadub","440556$2.54%440.6k","71","13","52.98%","162.5",""
"45","Ratshot","436777$2.51%436.8k","61","64","44.54%","161.1",""
"44","Guliveris","413574$2.38%413.6k","-","49","73.72%","152.6",""
"24","Jiera","408858$2.35%408.9k","-","56","62.96%","150.8",""
"5","Dayn","322993$1.86%323.0k","56","14","35.71%","119.2",""
"43","Ghazan","250510$1.44%250.5k","-","40","29.46%","92.4",""
"95","Necrohealya","33413$0.19%33.4k","70","96","17.24%","12.3",""
"88","Yunghelga","2767$0.02%2.8k","64","85","0.00%","1.0",""
"95","Tauraheim","1141$0.01%1.1k","-","95","0.69%","0.4",""
"97","Eighchbar","799$0.00%799.0","69","97","0.00%","0.3",""
"-","Cubensis","666$0.00%666.0","-","-","0.00%","0.2",""
"93","Shelton","467$0.00%467.0","66","93","0.00%","0.2",""
"-","Wangcake","390$0.00%390.0","70","-","0.00%","0.1",""
"-","Milku","139$0.00%139.0","-","-","0.00%","0.1",""
