"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"66","Duhd","965140$4.50%965.1k","-","69","61.72%","345.2",""
"43","Jáx","929748$4.34%929.7k","-","64","65.94%","332.6",""
"45","Akecheta","922970$4.30%923.0k","-","40","72.37%","330.1",""
"31","Dohvyk","911618$4.25%911.6k","-","27","75.62%","326.1",""
"49","Parisshelton","910033$4.24%910.0k","69","52","61.09%","325.5",""
"42","Flatzz","892946$4.16%892.9k","-","43","71.42%","319.4",""
"60","Ultimecia","886249$4.13%886.2k","-","52","69.85%","317.0",""
"36","Furckinstein","876813$4.09%876.8k","-","31","67.93%","313.6",""
"39","Kirilov","869766$4.06%869.8k","72","32","61.97%","311.1",""
"75","Jiero","816002$3.81%816.0k","-","80","69.44%","291.9",""
"64","Dietolive","802971$3.75%803.0k","70","60","66.92%","287.2",""
"33","Changó","801977$3.74%802.0k","-","27","63.13%","286.9",""
"39","Hoebowjoe","787740$3.67%787.7k","-","44","55.40%","281.8",""
"62","Dirtÿ","777796$3.63%777.8k","73","52","49.89%","278.2",""
"38","Stankdik","736078$3.43%736.1k","-","44","51.60%","263.3",""
"27","Danty","727940$3.40%727.9k","-","24","70.99%","260.4",""
"55","Gaunz","708661$3.31%708.7k","-","62","63.14%","253.5",""
"27","Deadstrike","704012$3.28%704.0k","-","32","57.06%","251.8",""
"46","Valara","686378$3.20%686.4k","-","50","50.45%","245.5",""
"33","Dryrun","661972$3.09%662.0k","64","57","60.87%","236.8",""
"16","Synergy","661382$3.08%661.4k","-","26","62.86%","236.6",""
"34","Irisviiel","628355$2.93%628.4k","71","31","67.77%","224.8",""
"53","Guliveris","607176$2.83%607.2k","-","47","65.60%","217.2",""
"71","Bandakar","579739$2.70%579.7k","-","72","89.01%","207.4",""
"62","Crox","552790$2.58%552.8k","-","53","78.03%","197.7",""
"66","Pemberstone","506886$2.36%506.9k","-","65","65.03%","181.3",""
"47","Fossett","488802$2.28%488.8k","-","42","56.91%","174.8",""
"26","Ishney","482493$2.25%482.5k","73","17","58.01%","172.6",""
"36","Ghazan","346304$1.62%346.3k","-","33","37.71%","123.9",""
"97","Ratshot","72384$0.34%72.4k","-","97","4.12%","25.9",""
"-","Deyn","29362$0.14%29.4k","-","-","1.52%","10.5",""
"98","Eighchbar","28368$0.13%28.4k","-","97","1.32%","10.1",""
"95","Slecht","26737$0.12%26.7k","69","95","10.45%","9.6",""
"89","Tauraheim","16830$0.08%16.8k","68","89","1.67%","6.0",""
"89","Wangcake","15037$0.07%15.0k","70","89","0.00%","5.4",""
"-","Pythagorean","11814$0.06%11.8k","-","-","1.03%","4.2",""
"70","Milku","7456$0.03%7.5k","71","68","0.92%","2.7",""
"88","Enders","1685$0.01%1.7k","71","88","0.00%","0.6",""
"80","Necrohealya","439$0.00%439.0","70","80","0.00%","0.2",""
