"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"59","Changó","948360$4.81%948.4k","65","54","66.38%","305.2",""
"67","Trike","926108$4.69%926.1k","-","63","66.10%","298.0",""
"46","Overbit","856136$4.34%856.1k","61","70","67.31%","275.5",""
"47","Deadstrike","847588$4.30%847.6k","63","57","65.77%","272.7",""
"69","Ultimecia","831116$4.21%831.1k","-","61","57.82%","267.4",""
"76","Dietolive","805967$4.09%806.0k","-","83","58.56%","259.3",""
"56","Akecheta","803521$4.07%803.5k","-","49","63.83%","258.6",""
"49","Impervious","802151$4.07%802.2k","-","44","62.75%","258.1",""
"67","Mogs","801353$4.06%801.4k","62","68","53.89%","257.9",""
"49","Hoebowjoe","788666$4.00%788.7k","64","38","60.06%","253.8",""
"57","Grimseeker","787664$3.99%787.7k","65","57","75.22%","253.5",""
"34","Chainguin","785964$3.98%786.0k","64","33","57.36%","252.9",""
"65","Cavander","784688$3.98%784.7k","62","67","56.42%","252.5",""
"63","Valara","741580$3.76%741.6k","-","58","56.67%","238.6",""
"56","Jiero","706518$3.58%706.5k","67","43","57.57%","227.3",""
"38","Crow","668889$3.39%668.9k","-","63","48.28%","215.2",""
"29","Saphex","627791$3.18%627.8k","-","31","50.53%","202.0",""
"41","Trii","626293$3.17%626.3k","65","34","49.28%","201.5",""
"28","Lachupacabra","605605$3.07%605.6k","58","46","53.13%","194.9",""
"24","Dankling","601924$3.05%601.9k","57","65","53.54%","193.7",""
"62","Pemberstone","578288$2.93%578.3k","-","58","55.94%","186.1",""
"59","Fossett","561032$2.84%561.0k","64","50","49.65%","180.5",""
"31","Claudiu","547578$2.78%547.6k","-","27","44.17%","176.2",""
"13","Dirtypantiz","496495$2.52%496.5k","-","18","51.52%","159.8",""
"39","Bandakar","483428$2.45%483.4k","-","36","73.06%","155.6",""
"21","Ishney","481234$2.44%481.2k","61","39","44.62%","154.9",""
"34","Kirilov","453336$2.30%453.3k","65","27","31.70%","145.9",""
"52","Darunor","356537$1.81%356.5k","-","54","65.06%","114.7",""
"46","Crox","332846$1.69%332.8k","-","49","69.74%","107.1",""
"86","Ghazan","50392$0.26%50.4k","-","86","4.58%","16.2",""
"55","Tazdink","23122$0.12%23.1k","62","55","3.40%","7.4",""
"88","Phugoid","6712$0.03%6.7k","-","88","1.97%","2.2",""
"91","Gonz","6494$0.03%6.5k","-","90","4.81%","2.1",""
"-","Pythagorean","892$0.00%892.0","63","-","0.00%","0.3",""
"-","Enders","487$0.00%487.0","64","-","0.00%","0.2",""
"-","Skacrakka","175$0.00%175.0","28","-","0.00%","0.1",""
"-","Isrokk","170$0.00%170.0","12","-","0.00%","0.1",""
