"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","440343$13.26%440.3k","50.53%","-","47.53%","123.5",""
"Bandakar","438414$13.20%438.4k","36.29%","69","41.00%","122.9",""
"Crox","403291$12.14%403.3k","54.26%","-","42.05%","113.1",""
"Guliveris","392319$11.81%392.3k","32.86%","-","33.12%","110.0",""
"Dohvyk","324942$9.78%324.9k","26.56%","69","29.92%","91.1",""
"Seadub","293550$8.84%293.6k","9.01%","70","23.84%","82.3",""
"Buffymctank","260732$7.85%260.7k","23.63%","-","25.11%","73.1",""
"Pointed","153562$4.62%153.6k","14.96%","-","18.06%","43.1",""
"Hoebowjoe","80979$2.44%81.0k","13.26%","-","12.79%","22.7",""
"Eighchbar","79420$2.39%79.4k","15.83%","69","8.93%","22.3",""
"Jiero","66229$1.99%66.2k","27.61%","-","7.62%","18.6",""
"Cubensis","60951$1.83%61.0k","19.53%","65","7.13%","17.1",""
"Tazdink","59880$1.80%59.9k","11.39%","-","7.34%","16.8",""
"Deyn","53609$1.61%53.6k","14.94%","68","9.52%","15.0",""
"Pythagorean","49429$1.49%49.4k","7.29%","70","6.63%","13.9",""
"Wangcake","40124$1.21%40.1k","14.70%","70","9.32%","11.2",""
"Shelton","39118$1.18%39.1k","16.07%","68","5.22%","11.0",""
"Fossett","31231$0.94%31.2k","7.29%","-","10.05%","8.8",""
"Slecht","30731$0.93%30.7k","14.51%","67","3.04%","8.6",""
"Irisviiel","22856$0.69%22.9k","19.14%","67","3.06%","6.4",""
