"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"53","Dohvyk","1815017$6.00%1.82m","-","52","76.05%","479.5",""
"61","Akecheta","1663702$5.50%1.66m","-","66","74.98%","439.5",""
"77","Duhd","1599582$5.29%1.60m","-","85","59.13%","422.5",""
"61","Parisshelton","1492855$4.94%1.49m","70","69","56.13%","394.3",""
"54","Changó","1412923$4.67%1.41m","-","58","62.91%","373.2",""
"54","Stankdik","1398920$4.63%1.40m","-","60","62.54%","369.5",""
"59","Kurtz","1317910$4.36%1.32m","72","63","61.38%","348.1",""
"57","Jáx","1313505$4.35%1.31m","-","67","52.99%","347.0",""
"56","Ultimecia","1263593$4.18%1.26m","-","50","62.17%","333.8",""
"41","Synergy","1243223$4.11%1.24m","-","57","65.00%","328.4",""
"35","Kirilov","1234008$4.08%1.23m","-","35","64.53%","326.0",""
"39","Furckinstein","1177654$3.90%1.18m","-","40","70.19%","311.1",""
"45","Melven","1113498$3.68%1.11m","66","64","52.04%","294.1",""
"68","Guliveris","1086809$3.60%1.09m","-","68","74.36%","287.1",""
"27","Deadstrike","1067408$3.53%1.07m","-","32","59.27%","282.0",""
"65","Jiero","1054348$3.49%1.05m","-","65","65.58%","278.5",""
"25","Flatzz","1017900$3.37%1.02m","-","30","70.35%","268.9",""
"44","Irisviiel","1007863$3.33%1.01m","73","46","63.50%","266.2",""
"34","Gaunz","1002409$3.32%1.00m","-","39","54.92%","264.8",""
"45","Urumettu","905982$3.00%906.0k","-","51","57.50%","239.3",""
"30","Seadub","862912$2.85%862.9k","-","36","47.34%","227.9",""
"29","Ishney","795452$2.63%795.5k","-","29","58.55%","210.1",""
"79","Pemberstone","723862$2.39%723.9k","-","81","74.55%","191.2",""
"14","Ugara","598700$1.98%598.7k","-","24","56.13%","158.2",""
"28","Mortifier","559757$1.85%559.8k","-","35","71.41%","147.9",""
"15","Pointed","540748$1.79%540.7k","-","25","36.26%","142.8",""
"44","Dietolive","458176$1.52%458.2k","72","45","21.23%","121.0",""
"33","Hbar","442360$1.46%442.4k","-","56","37.91%","116.9",""
"87","Ghazan","11700$0.04%11.7k","-","87","2.21%","3.1",""
"93","Necrohealya","9639$0.03%9.6k","-","93","1.04%","2.5",""
"96","Pythagorean","8573$0.03%8.6k","-","96","1.41%","2.3",""
"91","Wangcake","7992$0.03%8.0k","74","91","0.58%","2.1",""
"92","Slecht","7841$0.03%7.8k","70","93","3.13%","2.1",""
"76","Deyn","5764$0.02%5.8k","70","79","0.00%","1.5",""
"87","Tauraheim","3368$0.01%3.4k","-","87","0.83%","0.9",""
"68","Milku","1793$0.01%1.8k","-","67","0.00%","0.5",""
"-","Lavain","1059$0.00%1.1k","68","-","0.00%","0.3",""
"-","Eighchbar","8$0.00%8.0","-","-","0.00%","0.0",""
