"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","806421$13.85%806.4k","57.91%","-","56.70%","286.3",""
"Pemberstone","618257$10.62%618.3k","50.03%","-","40.40%","219.5",""
"Bandakar","583675$10.03%583.7k","54.00%","-","44.99%","207.2",""
"Guliveris","410827$7.06%410.8k","46.09%","-","33.98%","145.9",""
"Dohvyk","214702$3.69%214.7k","21.49%","-","23.57%","76.2",""
"Akecheta","205877$3.54%205.9k","22.35%","-","23.72%","73.1",""
"Furckinstein","194895$3.35%194.9k","18.41%","-","19.90%","69.2",""
"Flatzz","178058$3.06%178.1k","21.09%","-","21.97%","63.2",""
"Decimous","163320$2.81%163.3k","18.81%","-","19.09%","58.0",""
"Changó","149308$2.56%149.3k","13.60%","68","18.23%","53.0",""
"Deadstrike","144404$2.48%144.4k","17.70%","-","19.95%","51.3",""
"Dïrty","134281$2.31%134.3k","15.01%","63","16.05%","47.7",""
"Synergy","127439$2.19%127.4k","15.53%","-","12.32%","45.2",""
"Stankdik","112139$1.93%112.1k","13.83%","-","11.18%","39.8",""
"Ultimecia","96064$1.65%96.1k","10.05%","-","9.90%","34.1",""
"Dietolive","92905$1.60%92.9k","10.51%","70","12.23%","33.0",""
"Gaunz","92898$1.60%92.9k","10.11%","-","13.20%","33.0",""
"Kirilov","92481$1.59%92.5k","15.51%","-","8.57%","32.8",""
"Jáx","90454$1.55%90.5k","13.44%","-","12.94%","32.1",""
"Seadub","89730$1.54%89.7k","6.12%","-","10.88%","31.9",""
"Duhd","85277$1.46%85.3k","8.68%","-","11.40%","30.3",""
"Jiero","84984$1.46%85.0k","24.74%","-","12.88%","30.2",""
"Milku","78871$1.35%78.9k","19.84%","-","7.37%","28.0",""
"Ghazan","68175$1.17%68.2k","20.74%","-","8.55%","24.2",""
"Drgupta","67675$1.16%67.7k","24.10%","62","9.15%","24.0",""
"Parisshelton","62017$1.07%62.0k","12.92%","-","8.93%","22.0",""
"Deyn","61332$1.05%61.3k","16.10%","70","6.15%","21.8",""
"Pythagorean","61041$1.05%61.0k","11.35%","-","7.11%","21.7",""
"Eighchbar","59937$1.03%59.9k","14.30%","-","6.60%","21.3",""
"Irisviiel","58328$1.00%58.3k","15.14%","-","7.32%","20.7",""
"Necrohealya","53891$0.93%53.9k","11.04%","71","4.33%","19.1",""
"Wangcake","53865$0.93%53.9k","12.14%","72","5.77%","19.1",""
"Ishney","52555$0.90%52.6k","15.21%","73","6.82%","18.7",""
"Tumblebug","50743$0.87%50.7k","10.14%","71","8.39%","18.0",""
"Enders","50557$0.87%50.6k","13.66%","70","7.94%","17.9",""
"Fossett","50149$0.86%50.1k","11.51%","-","7.18%","17.8",""
"Yunghelga","48903$0.84%48.9k","14.29%","69","6.95%","17.4",""
"Shelton","46977$0.81%47.0k","17.42%","-","7.04%","16.7",""
"Dryrun","46324$0.80%46.3k","11.96%","67","6.41%","16.4",""
"Slecht","42540$0.73%42.5k","15.06%","69","5.06%","15.1",""
"Razorgore the Untamed","38856$0.67%38.9k","-","-","0.83%","13.8",""
