"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"53","Flatzz","1136366$9.52%1.14m","-","51","77.01%","330.4",""
"75","Ultimecia","1111890$9.31%1.11m","72","60","66.03%","323.3",""
"62","Hoebowjoe","1101774$9.23%1.10m","-","60","57.46%","320.3",""
"44","Dohvyk","1056674$8.85%1.06m","69","32","74.03%","307.2",""
"49","Parisshelton","1048027$8.78%1.05m","68","46","55.90%","304.7",""
"31","Trolleficent","860493$7.21%860.5k","63","54","62.08%","250.2",""
"30","Dayn","821560$6.88%821.6k","-","51","45.74%","238.9",""
"45","Urumettu","736414$6.17%736.4k","67","44","60.12%","214.1",""
"23","Irisviiel","660845$5.54%660.8k","65","30","56.50%","192.1",""
"62","Ratshot","615153$5.15%615.2k","-","76","48.63%","178.9",""
"23","Ghazan","578558$4.85%578.6k","70","14","49.19%","168.2",""
"51","Fossett","571063$4.78%571.1k","-","39","51.32%","166.0",""
"10","Decimous","488824$4.10%488.8k","63","11","62.19%","142.1",""
"40","Guliveris","468691$3.93%468.7k","-","32","74.67%","136.3",""
"58","Pemberstone","458809$3.84%458.8k","-","53","76.16%","133.4",""
"90","Enders","83134$0.70%83.1k","-","90","4.60%","24.2",""
"92","Pythagorean","60793$0.51%60.8k","70","92","9.40%","17.7",""
"-","Mad Servant","43386$0.36%43.4k","-","-","3.29%","12.6",""
"84","Tazdink","26900$0.23%26.9k","-","83","7.35%","7.8",""
"78","Shelton","3824$0.03%3.8k","68","78","0.00%","1.1",""
"90","Eighchbar","3772$0.03%3.8k","69","90","0.00%","1.1",""
