"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"37","Drgupta","541216$10.70%541.2k","40.03%","68","44","57.29%","211.3",""
"31","Deyn","530991$10.50%531.0k","40.40%","-","31","46.69%","207.3",""
"63","Milku","485849$9.60%485.8k","56.10%","-","54","73.04%","189.7",""
"52","Wangcake","469474$9.28%469.5k","44.24%","74","42","72.40%","183.3",""
"28","Cubensis","416636$8.24%416.6k","43.09%","66","41","50.98%","162.7",""
"32","Lumieux","392757$7.76%392.8k","42.11%","69","34","68.84%","153.3",""
"42","Ghazan","388552$7.68%388.6k","38.68%","-","35","39.58%","151.7",""
"32","Pythagorean","345764$6.83%345.8k","32.28%","74","25","43.83%","135.0",""
"35","Shamallama","341798$6.76%341.8k","35.49%","70","34","37.94%","133.5",""
"49","Tauraheim","339373$6.71%339.4k","55.21%","-","42","64.12%","132.5",""
"35","Necrohealya","290710$5.75%290.7k","57.84%","71","33","64.31%","113.5",""
"19","Slecht","245429$4.85%245.4k","52.95%","70","19","60.46%","95.8",""
"75","Guliveris","28200$0.56%28.2k","23.96%","-","74","50.04%","11.0",""
"65","Dohvyk","19192$0.38%19.2k","44.14%","-","62","53.54%","7.5",""
"57","Furckinstein","18549$0.37%18.5k","35.98%","-","55","43.11%","7.2",""
"51","Akecheta","18097$0.36%18.1k","41.74%","-","48","56.17%","7.1",""
"63","Flatzz","16804$0.33%16.8k","43.46%","-","63","41.88%","6.6",""
"57","Lexzie","16792$0.33%16.8k","48.73%","63","60","50.69%","6.6",""
"64","Rexwalters","16389$0.32%16.4k","44.58%","-","65","55.63%","6.4",""
"62","Changó","14149$0.28%14.1k","47.49%","-","60","50.53%","5.5",""
"82","Synergy","14026$0.28%14.0k","31.17%","-","82","6.67%","5.5",""
"76","Deadstrike","11640$0.23%11.6k","57.56%","-","76","21.22%","4.5",""
"92","Pemberstone","11484$0.23%11.5k","37.65%","-","92","4.69%","4.5",""
"48","Giacco","10634$0.21%10.6k","47.99%","-","48","43.76%","4.2",""
"79","Kirilov","10634$0.21%10.6k","59.43%","74","78","18.10%","4.2",""
"85","Jáx","10043$0.20%10.0k","-","72","86","1.74%","3.9",""
"86","Mortifier","9073$0.18%9.1k","37.55%","-","85","2.73%","3.5",""
"85","Nimda","7623$0.15%7.6k","4.69%","69","84","0.78%","3.0",""
"86","Pointed","7226$0.14%7.2k","-","-","85","0.78%","2.8",""
"78","Parisshelton","5814$0.11%5.8k","-","72","81","0.00%","2.3",""
"87","Hbar","5258$0.10%5.3k","-","-","88","0.51%","2.1",""
"70","Gaunz","4592$0.09%4.6k","-","71","70","0.00%","1.8",""
"95","Urumettu","4166$0.08%4.2k","-","72","96","0.00%","1.6",""
"88","Melven","3233$0.06%3.2k","-","68","87","0.00%","1.3",""
"90","Kurtz","2798$0.06%2.8k","-","-","90","0.00%","1.1",""
"93","Ugara","2518$0.05%2.5k","-","71","95","0.00%","1.0",""
"94","Gnarlsbarkly","1503$0.03%1.5k","51.78%","-","-","1.05%","0.6",""
