"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","629442$19.48%629.4k","47.21%","-","54.50%","154.1",""
"Bandakar","472334$14.62%472.3k","40.17%","69","41.57%","115.7",""
"Crox","395950$12.26%396.0k","60.31%","-","42.22%","97.0",""
"Furckinstein","257628$7.97%257.6k","24.85%","67","26.53%","63.1",""
"Buffymctank","219254$6.79%219.3k","25.15%","-","23.24%","53.7",""
"Dïrty","157694$4.88%157.7k","22.32%","-","15.17%","38.6",""
"Chickenrot","153906$4.76%153.9k","9.77%","-","7.56%","37.7",""
"Gaunz","153635$4.76%153.6k","13.91%","-","16.07%","37.6",""
"Dietolive","129407$4.01%129.4k","12.48%","-","13.98%","31.7",""
"Deyn","91215$2.82%91.2k","28.00%","-","12.43%","22.3",""
"Trolleficent","76778$2.38%76.8k","12.03%","-","8.66%","18.8",""
"Kasako","69372$2.15%69.4k","22.07%","66","7.68%","17.0",""
"Eighchbar","65627$2.03%65.6k","13.40%","69","10.51%","16.1",""
"Fossett","64656$2.00%64.7k","13.85%","-","10.81%","15.8",""
"Dirtywifeÿ","63235$1.96%63.2k","13.07%","-","10.02%","15.5",""
"Pythagorean","56031$1.73%56.0k","9.21%","70","9.31%","13.7",""
"Drroboto","51650$1.60%51.7k","13.96%","-","6.40%","12.6",""
"Calixia","51117$1.58%51.1k","13.63%","60","7.72%","12.5",""
"Slecht","41717$1.29%41.7k","15.74%","-","5.96%","10.2",""
"Scottstotts","30114$0.93%30.1k","24.46%","62","3.81%","7.4",""
