"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","945073$19.15%945.1k","52.74%","-","62.93%","300.7",""
"Pemberstone","592515$12.01%592.5k","47.39%","-","43.49%","188.5",""
"Changó","355767$7.21%355.8k","35.48%","-","26.46%","113.2",""
"Dohvyk","238476$4.83%238.5k","17.93%","-","20.32%","75.9",""
"Flatzz","232096$4.70%232.1k","13.90%","-","20.89%","73.8",""
"Furckinstein","230497$4.67%230.5k","19.12%","-","20.47%","73.3",""
"Akecheta","230372$4.67%230.4k","19.48%","-","21.48%","73.3",""
"Deadstrike","142712$2.89%142.7k","8.71%","69","14.54%","45.4",""
"Pointed","141507$2.87%141.5k","8.69%","-","15.26%","45.0",""
"Stankdik","110534$2.24%110.5k","8.24%","67","11.67%","35.2",""
"Ultimecia","109818$2.23%109.8k","11.58%","72","7.10%","34.9",""
"Gaunz","90906$1.84%90.9k","3.07%","68","4.50%","28.9",""
"Deyn","88100$1.79%88.1k","12.55%","67","3.61%","28.0",""
"Seadub","85243$1.73%85.2k","9.94%","70","5.55%","27.1",""
"Tauraheim","79677$1.61%79.7k","7.80%","66","3.49%","25.4",""
"Eighchbar","77732$1.58%77.7k","9.61%","69","3.60%","24.7",""
"Milku","75908$1.54%75.9k","13.77%","-","3.84%","24.2",""
"Parisshelton","74671$1.51%74.7k","8.18%","69","4.74%","23.8",""
"Samanthax","74218$1.50%74.2k","9.26%","-","3.85%","23.6",""
"Criamona","73842$1.50%73.8k","7.33%","-","5.91%","23.5",""
"Enders","69405$1.41%69.4k","5.88%","-","3.13%","22.1",""
"Minuteman","67962$1.38%68.0k","5.44%","68","6.00%","21.6",""
"Claudiu","65690$1.33%65.7k","4.13%","65","3.93%","20.9",""
"Slecht","59389$1.20%59.4k","17.60%","-","2.51%","18.9",""
"Daxis","59347$1.20%59.3k","17.23%","-","2.84%","18.9",""
"Fossett","57845$1.17%57.8k","7.65%","69","2.61%","18.4",""
"Grimtide","56798$1.15%56.8k","7.24%","59","3.54%","18.1",""
"Ratshot","52651$1.07%52.7k","4.79%","-","1.29%","16.8",""
"Dirtÿ","51659$1.05%51.7k","13.67%","72","3.87%","16.4",""
"Wangcake","50753$1.03%50.8k","12.14%","-","1.94%","16.1",""
"Duhd","50676$1.03%50.7k","5.60%","67","2.57%","16.1",""
"Valara","49881$1.01%49.9k","7.07%","-","1.14%","15.9",""
"Hoebowjoe","49645$1.01%49.6k","10.07%","69","3.25%","15.8",""
"Jiero","48255$0.98%48.3k","10.58%","-","2.33%","15.4",""
"Globz","45011$0.91%45.0k","10.45%","64","3.23%","14.3",""
"Johnnysinz","40974$0.83%41.0k","6.85%","64","2.31%","13.0",""
"Trike","8901$0.18%8.9k","27.00%","-","0.57%","2.8",""
