"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","970945$25.11%970.9k","52.18%","69","66.72%","216.2",""
"Guliveris","809879$20.94%809.9k","46.29%","-","58.77%","180.4",""
"Dietolive","260680$6.74%260.7k","8.64%","-","24.59%","58.1",""
"Dïrty","237665$6.15%237.7k","15.90%","53","18.11%","52.9",""
"Seadub","232420$6.01%232.4k","8.56%","69","23.40%","51.8",""
"Kasako","220790$5.71%220.8k","18.24%","-","19.37%","49.2",""
"Hoebowjoe","131746$3.41%131.7k","12.30%","-","15.54%","29.3",""
"Tauraheim","114792$2.97%114.8k","29.34%","-","10.24%","25.6",""
"Tazdink","105337$2.72%105.3k","17.20%","-","11.94%","23.5",""
"Trolleficent","98208$2.54%98.2k","12.14%","63","10.40%","21.9",""
"Urumettu","85031$2.20%85.0k","24.67%","67","8.62%","18.9",""
"Shelton","83904$2.17%83.9k","17.12%","68","9.62%","18.7",""
"Eighchbar","83557$2.16%83.6k","16.90%","-","9.14%","18.6",""
"Slecht","73760$1.91%73.8k","10.03%","69","9.05%","16.4",""
"Deyn","71585$1.85%71.6k","18.47%","70","9.36%","15.9",""
"Grimtide","65955$1.71%66.0k","15.61%","64","7.13%","14.7",""
"Fossett","63900$1.65%63.9k","12.09%","-","9.16%","14.2",""
"Necrohealya","60864$1.57%60.9k","11.23%","-","8.21%","13.6",""
"Irisviiel","48679$1.26%48.7k","19.22%","68","5.67%","10.8",""
"Pythagorean","47818$1.24%47.8k","9.17%","70","6.63%","10.6",""
