"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"84","Parisshelton","2244570$5.53%2.24m","-","74","53.06%","461.9",""
"78","Nimda","2166295$5.34%2.17m","69","83","67.39%","445.8",""
"90","Duhd","2061991$5.08%2.06m","74","85","53.10%","424.4",""
"65","Dohvyk","2057454$5.07%2.06m","-","62","72.04%","423.4",""
"58","Akecheta","1913844$4.72%1.91m","-","51","71.25%","393.9",""
"52","Flatzz","1667481$4.11%1.67m","-","47","66.34%","343.2",""
"59","Synergy","1595576$3.93%1.60m","-","46","65.16%","328.4",""
"41","Deadstrike","1538261$3.79%1.54m","-","36","66.67%","316.6",""
"54","Gaunz","1511579$3.73%1.51m","73","43","56.18%","311.1",""
"59","Furckinstein","1463837$3.61%1.46m","-","52","59.02%","301.3",""
"63","Irisviiel","1413682$3.49%1.41m","-","40","69.17%","290.9",""
"40","Renke","1408148$3.47%1.41m","-","53","64.52%","289.8",""
"36","Johnnylol","1387922$3.42%1.39m","68","46","65.81%","285.6",""
"84","Ratshot","1359539$3.35%1.36m","68","85","53.73%","279.8",""
"56","Guliveris","1334878$3.29%1.33m","-","57","70.61%","274.7",""
"38","Melven","1303788$3.21%1.30m","-","48","50.52%","268.3",""
"36","Melow","1268741$3.13%1.27m","-","48","60.37%","261.1",""
"39","Urumettu","1199762$2.96%1.20m","-","28","60.85%","246.9",""
"25","Sepitus","1198936$2.96%1.20m","-","39","66.75%","246.7",""
"22","Accessdenied","1181442$2.91%1.18m","-","20","65.82%","243.1",""
"45","Garglegop","1163636$2.87%1.16m","-","38","68.58%","239.5",""
"41","Seadub","1143733$2.82%1.14m","-","36","53.22%","235.4",""
"74","Pemberstone","1114890$2.75%1.11m","-","67","66.51%","229.5",""
"57","Bandakar","1076491$2.65%1.08m","-","63","71.10%","221.5",""
"32","Ishney","956432$2.36%956.4k","-","27","58.09%","196.8",""
"34","Muja","921303$2.27%921.3k","-","36","26.43%","189.6",""
"62","Dietolive","848211$2.09%848.2k","72","59","29.03%","174.6",""
"17","Mortifier","591608$1.46%591.6k","-","15","56.01%","121.8",""
"51","Trolleficent","588504$1.45%588.5k","66","59","26.22%","121.1",""
"17","Thoominn","270095$0.67%270.1k","56","43*","25.71%","55.6",""
"35","Dieto","269208$0.66%269.2k","-","51","17.22%","55.4",""
"5","Muscaria","135730$0.33%135.7k","-","-","9.61%","27.9",""
"93","Ghazan","96742$0.24%96.7k","-","93","7.67%","19.9",""
"93","Shamallama","57827$0.14%57.8k","-","94","1.72%","11.9",""
"90","Slecht","23820$0.06%23.8k","71","91","2.34%","4.9",""
"89","Pythagorean","14538$0.04%14.5k","-","87","1.06%","3.0",""
"94","Tauraheim","8754$0.02%8.8k","-","94","1.68%","1.8",""
"73","Eighchbar","2368$0.01%2.4k","-","74","0.00%","0.5",""
"-","Lumieux","154$0.00%154.0","68","-","0.00%","0.0",""
